,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,LATITUDE,LONGITUDE
0,2024-04-10,Condo/Co-op,1024 N Utah St #223,Arlington,VA,22201.0,405000.0,1.0,1.0,WESTVIEW AT BALLSTON METRO,698.0,,2005.0,522.0,38.8828413,-77.1140883
1,2024-03-29,Single Family Residential,4717 26th St N,Arlington,VA,22207.0,1600000.0,3.0,3.0,SHIRLEY WOODS,3812.0,17424.0,1937.0,0.0,38.902592788,-77.12798282
2,2024-03-14,Condo/Co-op,1029 N Stuart St N #216,Arlington,VA,22201.0,415951.0,1.0,1.0,SUMMERWALK I&II,714.0,,1985.0,407.0,38.8831127,-77.1115574
3,2024-05-02,Condo/Co-op,851 N Glebe Rd #103,Arlington,VA,22203.0,450000.0,1.0,1.0,CONTINENTAL,752.0,,2003.0,419.0,38.8812488,-77.1145593
4,2024-05-03,Single Family Residential,4224 23rd St N,Arlington,VA,22207.0,2100000.0,5.0,4.5,LORCOM GROVE,5694.0,6686.0,2007.0,0.0,38.9006931,-77.1134365
5,2024-04-05,Single Family Residential,1101 N Potomac St,Arlington,VA,22205.0,1505000.0,3.0,2.5,MADISON MANOR,1452.0,6263.0,1947.0,0.0,38.8795979,-77.1477532
6,2024-03-22,Single Family Residential,1453 N Lancaster St,Arlington,VA,22205.0,780000.0,2.0,2.0,WESTOVER,1042.0,5100.0,1938.0,0.0,38.8836819,-77.1419326
7,2024-04-17,Townhouse,2176 N Brandywine St,Arlington,VA,22207.0,830000.0,4.0,3.5,GLEBEWOOD VILLAGE,1880.0,3367.0,1938.0,0.0,38.8965312,-77.1253145
8,2024-03-15,Single Family Residential,4831 33rd Rd N,Arlington,VA,22207.0,2240000.0,5.0,4.5,CRESTON,4551.0,7500.0,2024.0,0.0,38.9107041,-77.1343851
9,2024-04-11,Townhouse,1011 N Kensington St,Arlington,VA,22205.0,1085000.0,4.0,4.0,WESTOVER,1900.0,1360.0,2015.0,175.0,38.8804009,-77.1327178
10,2024-04-30,Single Family Residential,1301 N Utah St,Arlington,VA,22201.0,1125000.0,4.0,1.0,BALLSTON,1984.0,9525.0,1925.0,0.0,38.8874123,-77.1140858
11,2024-03-08,Condo/Co-op,900 N Taylor St Unit 1505 & 1507,Arlington,VA,22203.0,440000.0,2.0,2.0,JEFFERSON RES,1423.0,,1992.0,552.0,38.8812752,-77.1130095
12,2024-03-12,Condo/Co-op,900 N Taylor St #1129,Arlington,VA,22203.0,95500.0,1.0,1.0,JEFFERSON RES,775.0,,1992.0,295.0,38.8812752,-77.1130095
13,2024-04-15,Single Family Residential,6112 31st St N,Arlington,VA,22207.0,2534147.0,7.0,6.5,FALLVIEW,5856.0,8085.0,2024.0,0.0,38.8997193,-77.1525383
14,2024-04-15,Single Family Residential,6244 23rd St N,Arlington,VA,22205.0,1015000.0,4.0,2.0,OVER LEE KNOLLS,1482.0,13024.0,1940.0,0.0,38.8908894,-77.1519776
15,2024-04-12,Townhouse,1135 N Taylor St,Arlington,VA,22201.0,1002927.0,3.0,3.5,OLDE BALLSTOWNE,1927.0,,1984.0,375.0,38.8845824,-77.1127566
16,2024-05-31,Single Family Residential,4717 25th St N,Arlington,VA,22207.0,1750000.0,4.0,3.5,LEE HEIGHTS,3190.0,10425.0,1999.0,0.0,38.9024107,-77.1252133
17,2024-04-05,Single Family Residential,2027 N Utah St,Arlington,VA,22207.0,1300000.0,4.0,3.5,WILLET HEIGHTS,1594.0,6000.0,1939.0,0.0,38.8959165,-77.1141557
18,2024-04-05,Single Family Residential,2230 N Burlington St,Arlington,VA,22207.0,925000.0,3.0,1.5,ARLINGTON,1242.0,5598.0,1947.0,0.0,38.8974994,-77.1263137
19,2024-04-30,Single Family Residential,3154 N Quincy St,Arlington,VA,22207.0,1250000.0,3.0,2.0,BELLEVUE FOREST,1566.0,9865.0,1949.0,0.0,38.9148716,-77.1174821
20,2024-05-07,Single Family Residential,4243 Vacation Ln,Arlington,VA,22207.0,1650000.0,3.0,3.0,LORCOM GROVE,2796.0,9829.0,1939.0,0.0,38.9025999,-77.1134185
21,2024-05-06,Single Family Residential,2509 N Quantico St,Arlington,VA,22207.0,1250000.0,3.0,2.0,Arlington,1834.0,5000.0,1941.0,0.0,38.8943294,-77.1537168
22,2024-04-30,Single Family Residential,6037 25th St N,Arlington,VA,22207.0,875000.0,6.0,4.5,NORWOOD,1290.0,7362.0,1956.0,0.0,38.8946969,-77.1485388
23,2024-03-15,Single Family Residential,5224 28th St N,Arlington,VA,22207.0,835000.0,2.0,2.0,MILBURN TERRACE,940.0,6604.0,1943.0,0.0,38.9016054,-77.1402124
24,2024-03-06,Single Family Residential,4704 25th St N,Arlington,VA,22207.0,2500000.0,6.0,5.5,LYONHURST,5102.0,13035.0,2023.0,0.0,38.9021417,-77.1245897
25,2024-03-22,Single Family Residential,5013 Washington Blvd,Arlington,VA,22205.0,1400000.0,4.0,4.5,WAYCROFT,2079.0,3811.0,2004.0,0.0,38.885342,-77.124003
26,2024-03-29,Single Family Residential,1940 N Roosevelt Ave,Arlington,VA,22205.0,1875000.0,5.0,5.5,LINDSEY'S,3949.0,6009.0,2023.0,0.0,38.8871672,-77.1547608
27,2024-05-17,Single Family Residential,1064 N Montana St,Arlington,VA,22205.0,1545000.0,4.0,2.5,DOMINION HILLS,1894.0,5759.0,1945.0,0.0,38.8803285,-77.1449886
28,2024-05-02,Single Family Residential,5624 27th St N,Arlington,VA,22207.0,2300000.0,5.0,5.5,COUNTRY CLUB,5698.0,8104.0,2009.0,0.0,38.8981852,-77.1438818
29,2024-04-05,Condo/Co-op,4401 Cherry Hill Rd #46,Arlington,VA,22207.0,320000.0,2.0,1.0,WAVERLY HILLS,965.0,,1965.0,646.0,38.8986043,-77.1170477
30,2024-03-21,Townhouse,1106 Vermont,Arlington,VA,22201.0,1008700.0,3.0,3.0,BALLSTON AREA TOWNH,2160.0,1220.0,1984.0,150.0,38.8839568,-77.1151784
31,2024-03-27,Single Family Residential,4305 Washington Blvd,Arlington,VA,22201.0,825000.0,3.0,2.0,BALLSTON,2000.0,4238.0,1952.0,0.0,38.8857596,-77.1134365
32,2024-05-22,Townhouse,6707 Washington Blvd Unit D,Arlington,VA,22213.0,703555.0,2.0,1.5,LAUREL MEWS & WA COURT,1110.0,,1979.0,445.0,38.888224,-77.159146
33,2024-04-12,Single Family Residential,5151 10th Rd N,Arlington,VA,22205.0,1475000.0,4.0,2.5,LACEY FOREST,2304.0,8265.0,1949.0,0.0,38.8822075,-77.1266736
34,2024-03-21,Single Family Residential,4615 22nd St N,Arlington,VA,22207.0,1200000.0,4.0,3.0,LEE HEIGHTS,2380.0,5000.0,1941.0,0.0,38.8994932,-77.1207655
35,2024-05-01,Single Family Residential,2809 N Brandywine St,Arlington,VA,22207.0,1700000.0,5.0,3.0,SHIRLEY WOODS,3344.0,16522.0,1964.0,0.0,38.904717,-77.1320314
36,2024-05-16,Condo/Co-op,1127 Stuart St N #6,Arlington,VA,22201.0,411000.0,1.0,1.0,BALLSTON,604.0,,1960.0,175.0,38.8849803,-77.1118592
37,2024-04-29,Condo/Co-op,888 N Quincy St #512,Arlington,VA,22203.0,815000.0,2.0,2.0,BALLSTON,1254.0,,2008.0,885.0,38.8808474,-77.1079204
38,2024-04-11,Single Family Residential,5102 38th St N,Arlington,VA,22207.0,2195000.0,5.0,4.5,WILLIAMSBURG VILLAGE,5596.0,10825.0,2002.0,0.0,38.9123898,-77.1446747
39,2024-03-15,Single Family Residential,1104 N Potomac St,Arlington,VA,22205.0,950000.0,3.0,2.0,MADISON MANOR,2016.0,6065.0,1947.0,0.0,38.8797509,-77.1483548
40,2024-05-13,Single Family Residential,2436 N Glebe Rd,Arlington,VA,22207.0,967500.0,3.0,2.5,LIVINGSTON HEIGHTS,1299.0,7943.0,1920.0,0.0,38.9011664,-77.1270112
41,2024-06-03,Single Family Residential,6220 28th St N,Arlington,VA,22207.0,1000300.0,3.0,2.5,BERKSHIRE,2000.0,6500.0,1948.0,0.0,38.8975577,-77.1534326
42,2024-03-06,Townhouse,1936 N Dinwiddie St,Arlington,VA,22207.0,745000.0,3.0,2.0,HIGHVIEW PARK,1622.0,7500.0,1960.0,0.0,38.8933988,-77.1275506
43,2024-04-18,Condo/Co-op,1029 N Stuart St #717,Arlington,VA,22201.0,650000.0,2.0,2.0,SUMMERWALK I&II,1154.0,,1985.0,596.0,38.8831127,-77.1115574
44,2024-04-12,Single Family Residential,2705 N Florida St,Arlington,VA,22207.0,1324500.0,4.0,2.5,MILBURN TERRACE,2226.0,6000.0,1943.0,0.0,38.9012166,-77.1382474
45,2024-04-30,Single Family Residential,2000 N Powhatan St,Arlington,VA,22205.0,1545000.0,3.0,3.0,OVER LEE KNOLLS,2464.0,8514.0,1947.0,0.0,38.8882942,-77.1488556
46,2024-04-10,Townhouse,2032 N Westmoreland St N,Arlington,VA,22213.0,1080000.0,3.0,2.5,18 WEST,2578.0,1170.0,2005.0,270.0,38.8858139,-77.1620534
47,2024-03-08,Single Family Residential,1222 N Dinwiddie St,Arlington,VA,22205.0,2149000.0,6.0,6.5,WAYCROFT,5229.0,6250.0,2024.0,0.0,38.8844093,-77.1231794
48,2024-05-31,Condo/Co-op,4343 Cherry Hill Rd #706,Arlington,VA,22207.0,250000.0,1.0,1.0,YORKTOWN,690.0,,1963.0,616.0,38.897776,-77.114916
49,2024-04-11,Single Family Residential,5142 16th St N,Arlington,VA,22205.0,975000.0,3.0,3.0,WAYCROFT,2200.0,12120.0,1951.0,0.0,38.8875435,-77.1274488
50,2024-04-01,Townhouse,5746 10th Rd N,Arlington,VA,22205.0,1150000.0,4.0,4.0,ARLINGTON ROW,2480.0,1370.0,2018.0,235.0,38.8802625,-77.1348043
51,2024-05-03,Condo/Co-op,1050 N Taylor St Unit 1-701,Arlington,VA,22201.0,549900.0,2.0,2.0,WINDSOR PLAZA,892.0,,1994.0,734.0,38.8833556,-77.1131323
52,2024-05-23,Single Family Residential,5508 23rd St N,Arlington,VA,22205.0,1829995.0,5.0,5.0,TUCKAHOE VILLAGE,3802.0,6000.0,1948.0,0.0,38.8939104,-77.1386069
53,2024-05-29,Condo/Co-op,1001 N Randolph St #422,Arlington,VA,22201.0,415000.0,1.0,1.0,BALLSTON,778.0,,2005.0,556.0,38.8829875,-77.1093249
54,2024-04-10,Condo/Co-op,1050 N Stuart St N #815,Arlington,VA,22201.0,515000.0,1.0,1.0,BALLSTON PARK,744.0,,1995.0,488.0,38.8835336,-77.1123801
55,2024-04-30,Condo/Co-op,1024 N Utah St #416,Arlington,VA,22201.0,400000.0,1.0,1.0,WESTVIEW AT BALLSTON METRO,596.0,,2005.0,524.0,38.8828413,-77.1140883
56,2024-04-12,Townhouse,2512 N Harrison St,Arlington,VA,22207.0,1055000.0,3.0,3.0,HARRISON PLACE,2544.0,1872.0,1984.0,183.0,38.8973463,-77.1407967
57,2024-03-29,Condo/Co-op,888 N Quincy St N #704,Arlington,VA,22203.0,562500.0,1.0,1.0,RESIDENCES AT LIBERTY CENTER,788.0,,2008.0,508.0,38.8808474,-77.1079204
58,2024-03-22,Townhouse,1007 N Kensington St,Arlington,VA,22205.0,1075000.0,4.0,4.5,WESTOVER,2225.0,1360.0,2015.0,172.0,38.8802948,-77.1326813
59,2024-04-02,Condo/Co-op,1050 N Taylor St N Unit 1-702,Arlington,VA,22201.0,549900.0,2.0,2.0,WINDSOR PLAZA,850.0,,1994.0,777.0,38.8833556,-77.1131323
60,2024-04-18,Single Family Residential,1706 N Taylor St,Arlington,VA,22207.0,1205000.0,4.0,2.5,WILLET HEIGHTS,1631.0,7639.0,1929.0,0.0,38.891909,-77.1133262
61,2024-05-31,Townhouse,2007 N Buchanan Ct,Arlington,VA,22207.0,907100.0,3.0,2.5,DORSEY WOODS,2244.0,1894.0,1996.0,160.0,38.895234,-77.1244829
62,2024-05-13,Single Family Residential,3506 N Ottawa St,Arlington,VA,22213.0,2462000.0,5.0,4.5,MINOR HILL,5755.0,10080.0,2011.0,0.0,38.9039212,-77.1551222
63,2024-04-26,Single Family Residential,1601 N Stafford St,Arlington,VA,22207.0,2325000.0,5.0,4.5,CHERRYDALE,5000.0,6882.0,2019.0,0.0,38.8905668,-77.1115485
64,2024-05-03,Condo/Co-op,4343 Cherry Hill Rd #602,Arlington,VA,22207.0,292000.0,1.0,1.0,YORKTOWN,750.0,,1963.0,675.0,38.897776,-77.114916
65,2024-04-22,Single Family Residential,4887 35th Rd N,Arlington,VA,22207.0,1652000.0,4.0,3.5,COUNTRY CLUB MANORS,3252.0,10165.0,1966.0,0.0,38.914068744,-77.13602183
66,2024-04-03,Townhouse,2002 N Westmoreland St,Arlington,VA,22213.0,1175000.0,3.0,2.5,18 WEST,2908.0,1586.0,2005.0,270.0,38.8856415,-77.1617833
67,2024-05-13,Single Family Residential,2013 N Nottingham St,Arlington,VA,22205.0,1935000.0,5.0,4.5,PARKHURST,4482.0,5811.0,2006.0,0.0,38.8893657,-77.1443374
68,2024-05-10,Single Family Residential,2830 N Beechwood Cir,Arlington,VA,22207.0,1720000.0,5.0,3.0,DOVER BALMORAL RIVERWOOD,3610.0,14986.0,1932.0,0.0,38.9100404,-77.1121792
69,2024-05-14,Single Family Residential,2611 N Powhatan St N,Arlington,VA,22207.0,2000000.0,5.0,4.5,BERKSHIRE OAKWOOD,5511.0,5833.0,2017.0,0.0,38.8958815,-77.1513039
70,2024-05-21,Single Family Residential,1833 N Quesada St N,Arlington,VA,22205.0,1800000.0,5.0,4.5,"FOSTORIA,HIGHLAND PARK",3911.0,6180.0,2015.0,0.0,38.88603,-77.1520168
71,2024-05-21,Condo/Co-op,1001 N Randolph St #318,Arlington,VA,22201.0,395000.0,1.0,1.0,EASTVIEW AT BALLSTON METRO,634.0,,2005.0,556.0,38.8829875,-77.1093249
72,2024-04-04,Condo/Co-op,900 N Stafford St #1903,Arlington,VA,22203.0,535000.0,2.0,2.0,ALTA VISTA,980.0,,1989.0,683.0,38.8817216,-77.1108967
73,2024-03-20,Single Family Residential,5827 19th St N,Arlington,VA,22205.0,1306000.0,4.0,3.5,PARKHURST,1331.0,6000.0,1947.0,0.0,38.8883438,-77.1421663
74,2024-03-12,Single Family Residential,3136 N Quincy St,Arlington,VA,22207.0,1600000.0,4.0,3.5,BELLEVUE FOREST,3236.0,9862.0,1950.0,0.0,38.9143996,-77.1169531
75,2024-04-05,Single Family Residential,3017 Military Rd,Arlington,VA,22207.0,1457000.0,4.0,3.5,BELLEVUE FOREST,3053.0,18240.0,1948.0,0.0,38.9121825,-77.1136992
76,2024-03-21,Single Family Residential,6219 22nd St N,Arlington,VA,22205.0,1717219.0,5.0,3.5,OVER LEE KNOLLS,3590.0,8194.0,1947.0,0.0,38.8895979,-77.150241
77,2024-05-28,Townhouse,2604 N Winchester St,Arlington,VA,22213.0,680000.0,2.0,2.0,CHURCH COURTS,1423.0,2800.0,1948.0,0.0,38.8895824,-77.1665096
78,2024-05-30,Condo/Co-op,1024 N Utah St #222,Arlington,VA,22201.0,400000.0,1.0,1.0,WESTVIEW AT BALLSTON METRO,698.0,,2005.0,525.0,38.8828413,-77.1140883
79,2024-04-05,Single Family Residential,1615 N Kenilworth St,Arlington,VA,22205.0,1401000.0,4.0,3.0,LEEWAY HEIGHTS,2102.0,8337.0,1947.0,0.0,38.8871042,-77.1365034
80,2024-04-09,Single Family Residential,2505 N Granada St,Arlington,VA,22207.0,1460000.0,3.0,2.0,GARDEN CITY,2646.0,20133.0,1949.0,0.0,38.8971818,-77.1355192
81,2024-03-08,Townhouse,2601 N Winchester St N,Arlington,VA,22213.0,677123.0,2.0,2.0,CHURCH COURTS,1240.0,3484.0,1948.0,0.0,38.889387,-77.165931
82,2024-04-26,Single Family Residential,1106 N Inglewood St,Arlington,VA,22205.0,1227000.0,4.0,2.5,LACEY FOREST,2090.0,5438.0,1940.0,0.0,38.8818316,-77.1311584
83,2024-05-23,Single Family Residential,6007 Langston Blvd,Arlington,VA,22205.0,880000.0,4.0,2.0,OVERLEE,2213.0,7200.0,1953.0,0.0,38.894267,-77.146444
84,2024-05-31,Single Family Residential,2016 N Madison St,Arlington,VA,22205.0,1950000.0,5.0,4.5,PARKHURST,4551.0,6611.0,2019.0,0.0,38.8895458,-77.14396
85,2024-05-09,Single Family Residential,5401 11th St N,Arlington,VA,22205.0,1051000.0,3.0,1.5,LACEY FOREST,1668.0,7340.0,1950.0,0.0,38.8820718,-77.1293035
86,2024-04-12,Single Family Residential,5130 9th St N,Arlington,VA,22205.0,1500000.0,6.0,4.5,SUMMIT & VEITCH,3936.0,7260.0,2007.0,0.0,38.8794226,-77.1243585
87,2024-04-19,Condo/Co-op,4643 20th Rd N #2,Arlington,VA,22207.0,265000.0,1.0,1.0,DOMINION TERRACE,594.0,,2005.0,307.0,38.8978298,-77.1201679
88,2024-04-08,Single Family Residential,5012 Yorktown Blvd,Arlington,VA,22207.0,1739000.0,4.0,2.5,SHIRLEY WOODS,2813.0,13850.0,1951.0,0.0,38.9026311,-77.1342473
89,2024-03-25,Single Family Residential,5105 25th St N,Arlington,VA,22207.0,1307500.0,4.0,3.0,GARDEN CITY,2431.0,6150.0,1941.0,0.0,38.8989358,-77.1330479
90,2024-04-03,Condo/Co-op,1045 N Utah St Unit 2-305,Arlington,VA,22201.0,410000.0,1.0,1.0,WINDSOR PLAZA,716.0,,1994.0,572.0,38.8832871,-77.1135655
91,2024-03-21,Single Family Residential,1717 Culpeper St N,Arlington,VA,22207.0,1485000.0,4.0,2.5,HIGHVIEW PARK,2476.0,5227.0,1947.0,0.0,38.8912017,-77.121603
92,2024-03-13,Condo/Co-op,1000 Randolph St N #303,Arlington,VA,22201.0,720000.0,2.0,2.0,BERKELEY,1325.0,,2004.0,923.0,38.8827696,-77.1097108
93,2024-04-10,Condo/Co-op,888 N Quincy St #905,Arlington,VA,22203.0,492000.0,1.0,1.0,RESIDENCES AT LIBERTY CENTER,693.0,,2008.0,521.0,38.8808474,-77.1079204
94,2024-05-06,Single Family Residential,6115 18th Rd N,Arlington,VA,22205.0,1565000.0,4.0,2.5,OVER LEE KNOLLS,2763.0,6380.0,1947.0,0.0,38.8868028,-77.1475951
95,2024-03-28,Single Family Residential,2308 N Buchanan St,Arlington,VA,22207.0,1330000.0,4.0,2.5,OLD DOMINION,2941.0,5000.0,1947.0,0.0,38.8987326,-77.1265581
96,2024-04-22,Single Family Residential,6316 17th St N,Arlington,VA,22205.0,1200000.0,4.0,3.0,MADISON MANOR,2004.0,7044.0,1948.0,0.0,38.8822762,-77.1539422
97,2024-03-18,Condo/Co-op,1050 N Taylor St Unit 1-102,Arlington,VA,22201.0,545000.0,2.0,2.0,WINDSOR PLAZA,850.0,,1994.0,777.0,38.8833556,-77.1131323
98,2024-05-17,Condo/Co-op,1045 N Utah St Unit 2-406,Arlington,VA,22201.0,410000.0,1.0,1.0,WINDSOR PLAZA,675.0,,1994.0,572.0,38.8832871,-77.1135655
99,2024-04-30,Single Family Residential,6212 19th St N,Arlington,VA,22205.0,1217500.0,3.0,2.0,OVER LEE KNOLLS,2000.0,5890.0,1940.0,0.0,38.8866882,-77.1492212
100,2024-05-03,Single Family Residential,6008 20th St N,Arlington,VA,22205.0,995000.0,2.0,2.0,OVER LEE KNOLLS,1633.0,5500.0,1934.0,0.0,38.8885436,-77.1448796
101,2024-05-02,Single Family Residential,6938 27th Rd N,Arlington,VA,22213.0,1050000.0,4.0,2.5,BERKSHIRE OAKWOOD,2173.0,10332.0,1952.0,0.0,38.8917728,-77.1679089
102,2024-04-05,Single Family Residential,4020 20th St N,Arlington,VA,22207.0,800000.0,2.0,1.0,CHERRYDALE,870.0,3572.0,1937.0,0.0,38.8944903,-77.1087804
103,2024-05-03,Single Family Residential,5206 25th Rd N,Arlington,VA,22207.0,1828000.0,5.0,3.5,COUNTRY CLUB,3610.0,6441.0,1941.0,0.0,38.8985724,-77.1346969
104,2024-03-22,Single Family Residential,1208 N Powhatan St,Arlington,VA,22205.0,1510000.0,5.0,4.0,MADISON MANOR,3400.0,7172.0,1947.0,0.0,38.8814507,-77.1493814
105,2024-04-15,Single Family Residential,4731 24th Rd N,Arlington,VA,22207.0,1114000.0,3.0,3.0,OLD DOMINION,2200.0,5895.0,1937.0,0.0,38.9012333,-77.1254014
106,2024-05-08,Single Family Residential,5861 15th Rd N,Arlington,VA,22205.0,931000.0,2.0,2.0,WESTOVER,1250.0,5000.0,1939.0,0.0,38.8846337,-77.1416453
107,2024-04-19,Single Family Residential,4733 Old Dominion Dr,Arlington,VA,22207.0,1725000.0,4.0,4.5,ARLINGTON,4366.0,6675.0,2005.0,0.0,38.9015746,-77.1249666
108,2024-05-30,Single Family Residential,1460 N Longfellow St,Arlington,VA,22205.0,953000.0,3.0,3.0,WESTOVER,2012.0,5270.0,1940.0,0.0,38.8837453,-77.1414682
109,2024-05-29,Townhouse,4088 Lee Hwy,Arlington,VA,22207.0,941000.0,3.0,3.0,"CHERRYDALE, WILLS & ALB",1796.0,901.0,1990.0,150.0,38.89668,-77.11022
110,2024-04-08,Single Family Residential,6254 22nd St N,Arlington,VA,22205.0,1360000.0,4.0,3.5,OVER LEE KNOLLS,2440.0,7000.0,1922.0,0.0,38.8889227,-77.1516802
111,2024-05-23,Condo/Co-op,900 N Stafford St #2125,Arlington,VA,22203.0,769999.0,3.0,2.5,ALTA VISTA,1405.0,,1989.0,994.0,38.8817216,-77.1108967
112,2024-03-14,Single Family Residential,2830 N Tacoma St,Arlington,VA,22213.0,1021000.0,3.0,2.0,BERKSHIRE OAKWOOD,2032.0,8050.0,1951.0,0.0,38.8974133,-77.160082
113,2024-05-06,Condo/Co-op,1050 N Taylor St #601,Arlington,VA,22201.0,540000.0,2.0,2.0,WINDSOR PLAZA,892.0,,1994.0,777.0,38.8833506,-77.1131463
114,2024-05-02,Townhouse,2034 N Westmoreland St,Arlington,VA,22213.0,1123034.0,3.0,2.5,18 WEST,2578.0,1170.0,2005.0,270.0,38.8858453,-77.1620844
115,2024-03-20,Single Family Residential,2525 N Wakefield St,Arlington,VA,22207.0,1325000.0,4.0,3.5,BROYHILL FOREST/HILLS,3076.0,9884.0,1976.0,0.0,38.9063402,-77.1217958
116,2024-04-24,Condo/Co-op,900 N Stafford St #1608,Arlington,VA,22203.0,587000.0,2.0,2.0,ALTA VISTA,905.0,,1989.0,640.0,38.8817216,-77.1108967
117,2024-03-29,Single Family Residential,3301 N Harrison St,Arlington,VA,22207.0,1835000.0,5.0,5.0,CRESCENT HILLS,4350.0,12086.0,1955.0,0.0,38.9068356,-77.145438
118,2024-03-27,Single Family Residential,2801 N Dinwiddie St,Arlington,VA,22207.0,1280000.0,3.0,3.0,SHIRLEY WOODS,3150.0,13271.0,1956.0,0.0,38.9031365,-77.1351261
119,2024-03-29,Townhouse,2471 N Wakefield Ct,Arlington,VA,22207.0,1425000.0,4.0,3.5,ANALOSTAN,4140.0,4345.0,1985.0,217.0,38.9029849,-77.1222445
120,2024-05-07,Single Family Residential,1953 N Vermont St,Arlington,VA,22207.0,896604.0,3.0,1.5,WILLET HEIGHTS,1476.0,5233.0,1947.0,0.0,38.8953433,-77.1172823
121,2024-04-12,Single Family Residential,5600 22nd St N,Arlington,VA,22205.0,1160000.0,5.0,3.0,LEEWAY HEIGHTS,2348.0,7863.0,1962.0,0.0,38.8922533,-77.1395226
122,2024-04-12,Single Family Residential,2625 N Marcey Rd,Arlington,VA,22207.0,1735000.0,5.0,3.5,DOVER BALMORAL RIVERWOOD,3553.0,12939.0,1949.0,0.0,38.9083422,-77.1098293
123,2024-03-19,Condo/Co-op,1001 N Vermont St #911,Arlington,VA,22201.0,507500.0,2.0,1.0,WESTVIEW AT BALLSTON METRO,955.0,,2005.0,664.0,38.8832438,-77.1146298
124,2024-05-10,Townhouse,855 N Burlington St,Arlington,VA,22203.0,695000.0,2.0,2.0,SUMMIT & VEITCH,864.0,,1940.0,0.0,38.8804769,-77.1197221
125,2024-04-25,Single Family Residential,2232 N Kentucky St,Arlington,VA,22205.0,1640000.0,4.0,3.5,TUCKAHOE VILLAGE,3515.0,5776.0,2002.0,0.0,38.8929415,-77.1421573
126,2024-04-11,Single Family Residential,5370 37th St N,Arlington,VA,22207.0,2625000.0,5.0,5.5,WILLIAMSBURG VILLAGE,6000.0,11751.0,2013.0,0.0,38.9088533,-77.150905
127,2024-03-15,Condo/Co-op,1029 N Stuart St #304,Arlington,VA,22201.0,415000.0,1.0,1.0,SUMMERWALK I&II,622.0,,1985.0,347.0,38.8831127,-77.1115574
128,2024-05-01,Single Family Residential,1515 N Edison St,Arlington,VA,22205.0,2199000.0,5.0,5.5,WAYCROFT,5023.0,10620.0,2014.0,0.0,38.8878036,-77.1249287
129,2024-05-24,Single Family Residential,2317 N Utah St,Arlington,VA,22207.0,1775000.0,5.0,4.5,LORCOM GROVE,3568.0,5769.0,2012.0,0.0,38.9017827,-77.1181564
130,2024-05-30,Condo/Co-op,1029 N Stuart St #106,Arlington,VA,22201.0,410000.0,1.0,1.0,SUMMERWALK I&II,782.0,,1985.0,397.0,38.8831127,-77.1115574
131,2024-05-23,Condo/Co-op,900 N Taylor St #725,Arlington,VA,22203.0,256500.0,2.0,2.0,JEFFERSON RES,981.0,,1992.0,376.0,38.8812752,-77.1130095
132,2024-05-31,Condo/Co-op,1001 N Randolph St #611,Arlington,VA,22201.0,560000.0,2.0,2.0,EASTVIEW AT BALLSTON METRO,994.0,,2005.0,858.0,38.8829875,-77.1093249
133,2024-05-01,Single Family Residential,6407 19th St N,Arlington,VA,22205.0,1930000.0,6.0,5.5,LINDSEY'S,4587.0,6669.0,2018.0,50.0,38.8868512,-77.1551571
134,2024-05-31,Condo/Co-op,900 N Taylor St #1417,Arlington,VA,22203.0,370000.0,2.0,2.0,JEFFERSON RES,1352.0,,1992.0,521.0,38.8812752,-77.1130095
136,2024-03-14,Single Family Residential,4700 25th St N,Arlington,VA,22207.0,2483000.0,6.0,5.5,LYONHURST,5102.0,12914.0,2023.0,0.0,38.9022099,-77.1244942
137,2024-04-30,Townhouse,1007 N George Mason Dr,Arlington,VA,22205.0,810000.0,4.0,3.5,WESTWIND,2376.0,1630.0,1982.0,215.0,38.8828174,-77.1226196
138,2024-03-29,Single Family Residential,6317 19th St N,Arlington,VA,22205.0,1065000.0,3.0,2.0,OVER LEE KNOLLS,2123.0,5500.0,1940.0,0.0,38.8863752,-77.152044
139,2024-04-17,Townhouse,1140 N Stuart St,Arlington,VA,22201.0,1850000.0,5.0,3.5,Arlington,3931.0,2145.0,2019.0,192.0,38.8852843,-77.1123388
140,2024-04-05,Condo/Co-op,851 N Glebe Rd #1910,Arlington,VA,22203.0,375000.0,0.0,1.0,CONTINENTAL,638.0,,2003.0,329.0,38.8812488,-77.1145593
141,2024-05-07,Single Family Residential,6241 18th Rd N,Arlington,VA,22205.0,935000.0,4.0,3.0,OVER LEE KNOLLS,3071.0,6951.0,1951.0,0.0,38.8858786,-77.1508307
143,2024-05-08,Single Family Residential,6305 Langston Blvd,Arlington,VA,22205.0,979000.0,5.0,2.5,ARLINGTON,1806.0,6519.0,1962.0,0.0,38.8922563,-77.153715
144,2024-04-09,Condo/Co-op,851 N Glebe Rd #416,Arlington,VA,22203.0,400000.0,1.0,1.0,BALLSTON,654.0,,2003.0,381.0,38.8812488,-77.1145593
145,2024-03-08,Condo/Co-op,1000 N Randolph St #703,Arlington,VA,22201.0,715000.0,2.0,2.0,BERKELEY,1325.0,,2004.0,923.0,38.8827696,-77.1097108
