,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,LATITUDE,LONGITUDE
1905,2024-05-23,Townhouse,2525 Pennsylvania Ave NW #201,Washington,DC,20037.0,674900.0,2.0,1.0,Central,720.0,,1900.0,337.0,38.9041752,-77.0539053
1907,2024-03-08,Townhouse,3420 O St NW,Washington,DC,20007.0,3000000.0,4.0,3.5,Georgetown,2424.0,1756.0,1900.0,0.0,38.9075972,-77.068656
1908,2024-03-22,Townhouse,3418 Dent Pl NW,Washington,DC,20007.0,1250000.0,2.0,2.5,Georgetown,1504.0,1516.0,1954.0,0.0,38.9115486,-77.0685548
1909,2024-03-25,Townhouse,3839 Beecher St NW,Washington,DC,20007.0,1500000.0,4.0,3.5,Glover Park,2420.0,2140.0,1928.0,0.0,38.9219085,-77.0758165
1910,2024-04-01,Townhouse,3936 Georgetown Ct NW,Washington,DC,20007.0,1530000.0,3.0,3.5,Burleith,2340.0,1615.0,1981.0,595.0,38.9129534,-77.0769637
1911,2024-03-13,Single Family Residential,4724 Berkeley Ter NW,Washington,DC,20007.0,2450000.0,5.0,5.5,Berkley,5242.0,9191.0,2009.0,0.0,38.918229,-77.0934276
1912,2024-03-27,Townhouse,3708 R St NW,Washington,DC,20007.0,3433123.0,7.0,5.5,Burleith,4168.0,3659.0,2024.0,0.0,38.913345,-77.07314
1913,2024-05-31,Townhouse,3926 Georgetown Ct NW,Washington,DC,20007.0,1400000.0,4.0,3.5,Burleith,2766.0,1580.0,1981.0,595.0,38.9132243,-77.0770536
1914,2024-05-22,Townhouse,1961 39th St NW,Washington,DC,20007.0,1320000.0,3.0,2.0,Burleith,1749.0,1176.0,1939.0,0.0,38.9167812,-77.075445
1915,2024-03-11,Townhouse,3335 Q St NW,Washington,DC,20007.0,2350000.0,0.0,,Georgetown,2793.0,5172.0,1949.0,0.0,38.9109222,-77.0674425
1916,2024-05-03,Condo/Co-op,3921 W St NW #4,Washington,DC,20007.0,910000.0,3.0,2.5,GLOVER PARK,,,2024.0,257.0,38.9193543,-77.078189
1917,2024-03-12,Townhouse,2445 Tunlaw Rd NW,Washington,DC,20007.0,1500000.0,4.0,2.5,Glover Park,2356.0,3259.0,1926.0,0.0,38.921936,-77.0741023
1918,2024-03-08,Condo/Co-op,3918 W St NW #3,Washington,DC,20007.0,665000.0,2.0,2.0,Glover Park,964.0,688.0,2015.0,283.0,38.9190418,-77.077722
1919,2024-05-01,Townhouse,3918 Highwood Ct NW,Washington,DC,20007.0,2015000.0,3.0,3.5,Burleith,2916.0,3360.0,1987.0,595.0,38.9160906,-77.0764915
1920,2024-05-06,Townhouse,1310 35th St NW,Washington,DC,20007.0,1350000.0,3.0,2.0,Georgetown,1617.0,1416.0,1900.0,0.0,38.9069987,-77.0692444
1921,2024-04-22,Townhouse,2316 39th St NW,Washington,DC,20007.0,1385000.0,3.0,3.0,Glover Park,2175.0,1500.0,1933.0,0.0,38.9197884,-77.0773087
1922,2024-05-16,Single Family Residential,1623 45th St NW,Washington,DC,20007.0,1300000.0,3.0,3.0,Palisades,1777.0,3599.0,1950.0,0.0,38.9111142,-77.085592
1923,2024-03-22,Single Family Residential,4725 Macarthur Blvd NW,Washington,DC,20007.0,1375000.0,4.0,3.0,Berkley,3296.0,7794.0,1923.0,0.0,38.9137448,-77.0916328
1924,2024-05-17,Condo/Co-op,4029 Benton St NW #102,Washington,DC,20007.0,288000.0,1.0,1.0,Glover Park,554.0,,1942.0,369.0,38.9210245,-77.0805047
1925,2024-04-26,Townhouse,2427 Tunlaw Rd NW,Washington,DC,20007.0,1620000.0,4.0,3.5,Glover Park,2552.0,4506.0,1976.0,0.0,38.9215108,-77.0739225
1926,2024-05-15,Townhouse,1816 37th St NW,Washington,DC,20007.0,1437000.0,4.0,3.5,Burleith,2820.0,2000.0,1926.0,0.0,38.915061,-77.0730175
1927,2024-06-03,Townhouse,4639 Q St NW,Washington,DC,20007.0,1270000.0,3.0,2.5,Palisades,1900.0,2145.0,1926.0,0.0,38.9081437,-77.0881146
1928,2024-05-22,Townhouse,2436 39th Pl NW,Washington,DC,20007.0,1405000.0,3.0,3.5,Glover Park,2316.0,1680.0,1937.0,0.0,38.9217077,-77.078189
1929,2024-03-19,Condo/Co-op,4114 Davis Pl NW #8,Washington,DC,20007.0,370000.0,1.0,1.0,Glover Park,769.0,,1955.0,425.0,38.9231514,-77.0815838
1930,2024-05-31,Single Family Residential,4751 Berkeley Ter NW,Washington,DC,20007.0,1695000.0,5.0,4.5,Berkley,2860.0,4653.0,1953.0,0.0,38.9187462,-77.0930389
1931,2024-05-06,Townhouse,2132 37th St NW,Washington,DC,20007.0,1335000.0,3.0,2.5,Glover Park,1225.0,2000.0,1920.0,0.0,38.9191892,-77.0731576
1932,2024-04-23,Townhouse,2116 Huidekoper Pl NW,Washington,DC,20007.0,1372000.0,3.0,2.5,Glover Park,1705.0,1800.0,1937.0,0.0,38.918564,-77.0745546
1933,2024-03-22,Townhouse,4421 Macarthur Blvd NW,Washington,DC,20007.0,1162000.0,3.0,3.5,Palisades,1832.0,1477.0,2000.0,0.0,38.9074101,-77.0822459
1934,2024-04-19,Condo/Co-op,4545 Macarthur Blvd NW Unit G1,Washington,DC,20007.0,296000.0,1.0,1.0,Palisades,632.0,,1967.0,510.0,38.90919,-77.0866199
1935,2024-05-30,Townhouse,2223 Observatory Pl NW,Washington,DC,20007.0,1160000.0,3.0,2.5,Glover Park,1677.0,1598.0,1942.0,0.0,38.9197073,-77.0738623
1936,2024-05-03,Single Family Residential,2610 31st St NW,Washington,DC,20008.0,5250000.0,6.0,7.0,Massachusetts Avenue Heights,7184.0,12697.0,1927.0,0.0,38.9235921,-77.0617306
1937,2024-05-31,Condo/Co-op,2320 Wisconsin Ave NW #208,Washington,DC,20007.0,451600.0,1.0,1.0,Glover Park,691.0,,1984.0,505.0,38.9204776,-77.0720511
1938,2024-05-30,Townhouse,3919 Ivy Terrace Ct NW,Washington,DC,20007.0,2240000.0,3.0,3.5,Burleith,3098.0,2490.0,1986.0,595.0,38.9165874,-77.0769862
1939,2024-03-20,Single Family Residential,4808 Foxhall Cres NW,Washington,DC,20007.0,2800000.0,5.0,5.5,Berkley,4961.0,8360.0,1997.0,167.0,38.9237504,-77.093347
1940,2024-05-17,Single Family Residential,4709 Berkeley Ter NW,Washington,DC,20007.0,1680000.0,4.0,3.5,Berkley,2801.0,5750.0,1953.0,0.0,38.9180646,-77.0940157
1941,2024-03-19,Townhouse,5011 V St NW,Washington,DC,20007.0,1300000.0,3.0,2.5,Palisades,1610.0,1873.0,1940.0,0.0,38.9174831,-77.0977933
1942,2024-05-28,Single Family Residential,4620 Q St NW,Washington,DC,20007.0,1180000.0,3.0,2.0,Palisades,1734.0,2821.0,1947.0,0.0,38.9083867,-77.0874177
1943,2024-04-05,Townhouse,3420 N St NW,Washington,DC,20007.0,2460000.0,4.0,3.5,Georgetown,2150.0,1745.0,1900.0,0.0,38.9066083,-77.0685604
1944,2024-04-02,Townhouse,3908 Georgetown Ct NW,Washington,DC,20007.0,1505500.0,4.0,3.5,Burleith,2688.0,2343.0,1981.0,595.0,38.9137707,-77.0769578
1945,2024-04-23,Townhouse,4462 Reservoir Rd NW,Washington,DC,20007.0,1240000.0,4.0,2.0,Foxhall,1900.0,1815.0,1926.0,0.0,38.9122773,-77.0836335
1946,2024-04-01,Townhouse,4449 Volta Pl NW,Washington,DC,20007.0,1259000.0,3.0,2.5,Foxhall,1780.0,2816.0,1932.0,0.0,38.9098773,-77.0825517
1947,2024-04-29,Townhouse,2139 Tunlaw Rd NW,Washington,DC,20007.0,1700000.0,4.0,3.5,Glover Park,3216.0,2078.0,2002.0,0.0,38.9196341,-77.0727828
1948,2024-03-26,Townhouse,3515 S St NW,Washington,DC,20007.0,2850000.0,5.0,4.5,Burleith,5650.0,3125.0,1927.0,0.0,38.9147039,-77.0701397
1949,2024-05-16,Condo/Co-op,4840 Macarthur Blvd NW #502,Washington,DC,20007.0,337000.0,1.0,1.0,Palisades,675.0,,1959.0,435.0,38.9170703,-77.0968742
1950,2024-03-11,Condo/Co-op,2320 Wisconsin Ave NW #311,Washington,DC,20007.0,385000.0,1.0,1.0,Glover Park,622.0,,1984.0,462.0,38.9204776,-77.0720511
1951,2024-03-22,Condo/Co-op,1711 35th St NW #25,Washington,DC,20007.0,350000.0,1.0,1.0,Georgetown,503.0,,1926.0,250.0,38.9140431,-77.0690781
1952,2024-04-12,Single Family Residential,4430 Hadfield Ln NW,Washington,DC,20007.0,1750000.0,6.0,3.5,Berkley,4578.0,6371.0,1960.0,0.0,38.9128936,-77.084394
1953,2024-04-01,Townhouse,4027 Mansion Dr NW,Washington,DC,20007.0,1900000.0,3.0,3.5,Burleith,3552.0,2420.0,1990.0,0.0,38.9167369,-77.0795717
1954,2024-04-10,Condo/Co-op,2320 Wisconsin Ave NW #411,Washington,DC,20007.0,369000.0,1.0,1.0,Glover Park,622.0,,1984.0,462.0,38.9204776,-77.0720511
1955,2024-05-17,Condo/Co-op,2217 40th Pl NW Unit T01,Washington,DC,20007.0,540000.0,2.0,2.0,GLOVER PARK,886.0,,2023.0,275.0,38.9198579,-77.0795829
1956,2024-03-15,Condo/Co-op,2501 Wisconsin Ave NW #408,Washington,DC,20007.0,1600000.0,2.0,2.5,Observatory Circle,2653.0,,2006.0,1699.0,38.9229134,-77.0731212
1957,2024-04-29,Single Family Residential,1512 34th St NW,Washington,DC,20007.0,2710000.0,3.0,3.5,Georgetown,2268.0,3055.0,1900.0,0.0,38.9091381,-77.0681726
1958,2024-04-18,Condo/Co-op,4100 W St NW #213,Washington,DC,20007.0,290000.0,1.0,1.0,Glover Park,721.0,,1950.0,769.0,38.9192397,-77.0817633
1959,2024-03-15,Townhouse,4513 1/2 Macarthur Blvd NW,Washington,DC,20007.0,995000.0,3.0,2.5,Palisades,2040.0,2045.0,1976.0,0.0,38.9088867,-77.0853827
1960,2024-05-29,Townhouse,1667 34th St NW,Washington,DC,20007.0,1695000.0,3.0,4.0,Georgetown,2450.0,2064.0,1900.0,0.0,38.9123533,-77.067613
1961,2024-04-29,Townhouse,4427 Macarthur Blvd NW,Washington,DC,20007.0,1139000.0,3.0,3.5,FOXHALL VILLAGE,1980.0,2106.0,1978.0,0.0,38.9075276,-77.0824813
1962,2024-05-17,Townhouse,3422 Q St NW,Washington,DC,20007.0,1700000.0,3.0,2.5,Georgetown,1760.0,896.0,1941.0,0.0,38.9105802,-77.0688696
1963,2024-04-30,Townhouse,3737 Winfield Ln NW,Washington,DC,20007.0,2025000.0,3.0,4.5,Georgetown,3262.0,1784.0,1987.0,255.0,38.9119199,-77.0728047
1964,2024-04-03,Condo/Co-op,4100 W St NW #415,Washington,DC,20007.0,309900.0,1.0,1.0,Glover Park,740.0,,1950.0,754.0,38.9192397,-77.0817633
1965,2024-05-01,Condo/Co-op,3921 W St NW #3,Washington,DC,20007.0,875000.0,3.0,2.5,GLOVER PARK,,,2024.0,257.0,38.9193543,-77.078189
1966,2024-04-02,Condo/Co-op,2501 Wisconsin Ave NW #10,Washington,DC,20007.0,1110000.0,2.0,2.5,Observatory Circle,2031.0,,2006.0,1230.0,38.9229134,-77.0731212
1967,2024-05-23,Single Family Residential,4820 Hutchins Pl NW,Washington,DC,20007.0,4275000.0,4.0,5.0,Palisades,6650.0,8000.0,2024.0,0.0,38.9152165,-77.0961737
1968,2024-05-24,Townhouse,1405 Ridgeview Way NW,Washington,DC,20007.0,2350000.0,4.0,4.5,Palisades,4014.0,2043.0,2012.0,436.0,38.9069537,-77.0833149
1969,2024-04-29,Townhouse,2021 Tunlaw Rd NW,Washington,DC,20007.0,1440000.0,4.0,2.0,Glover Park,1945.0,2874.0,1936.0,0.0,38.9182004,-77.0720352
1970,2024-05-28,Single Family Residential,4501 Foxhall Cres NW,Washington,DC,20007.0,1850000.0,4.0,3.5,Berkley,3450.0,7514.0,1981.0,250.0,38.9225222,-77.0911832
1971,2024-03-21,Condo/Co-op,2111 Wisconsin Ave NW #215,Washington,DC,20007.0,260000.0,0.0,1.0,Observatory Circle,492.0,,1988.0,639.0,38.9180098,-77.0687883
1972,2024-05-17,Townhouse,3310 R St NW,Washington,DC,20007.0,2800000.0,3.0,3.5,Georgetown,2839.0,4698.0,1850.0,0.0,38.9135309,-77.0673086
1973,2024-04-30,Condo/Co-op,2400 41st St NW #214,Washington,DC,20007.0,265000.0,1.0,1.0,Glover Park,714.0,,1959.0,527.0,38.922158,-77.0810817
1974,2024-04-09,Townhouse,3722 R St NW,Washington,DC,20007.0,2725000.0,5.0,4.5,Burleith,4557.0,2555.0,2017.0,0.0,38.9132844,-77.0735842
1975,2024-05-15,Townhouse,1614 34th St NW,Washington,DC,20007.0,2100000.0,3.0,2.5,Georgetown,1887.0,2499.0,1940.0,0.0,38.911152,-77.0680602
1976,2024-04-11,Condo/Co-op,3815 Davis Pl NW #5,Washington,DC,20007.0,300000.0,1.0,1.0,Glover Park,533.0,,1954.0,303.0,38.9238089,-77.0759776
1977,2024-04-11,Townhouse,1245 34th St NW,Washington,DC,20007.0,1410000.0,3.0,1.5,Georgetown,1925.0,1014.0,1900.0,0.0,38.9065067,-77.0676105
1978,2024-04-26,Single Family Residential,4515 Foxhall Cres NW,Washington,DC,20007.0,1825000.0,4.0,3.5,Berkley,3320.0,7628.0,1981.0,250.0,38.9233478,-77.0911039
1979,2024-03-06,Single Family Residential,4516 Foxhall Cres NW,Washington,DC,20007.0,1760000.0,4.0,4.0,Berkley,4271.0,7560.0,1980.0,250.0,38.9234246,-77.091715
1980,2024-05-16,Single Family Residential,4512 Salem Ln NW,Washington,DC,20007.0,3495000.0,6.0,6.5,Palisades,7000.0,5603.0,2020.0,0.0,38.9115405,-77.0870018
1981,2024-04-26,Townhouse,3318 N St NW,Washington,DC,20007.0,4300000.0,6.0,5.5,Georgetown,4178.0,2257.0,1900.0,0.0,38.9066114,-77.06693
1982,2024-04-23,Single Family Residential,"3246 S Street, NW",Washington,DC,20007.0,3500000.0,5.0,5.5,Georgetown,5478.0,9102.0,1988.0,0.0,38.9144747,-77.0657555
1983,2024-04-30,Single Family Residential,5304 Dorsett Pl NW,Washington,DC,20016.0,2900000.0,5.0,5.5,Palisades,6059.0,5473.0,2018.0,0.0,38.9267273,-77.1067413
1984,2024-03-22,Condo/Co-op,3001 Veazey Ter NW #213,Washington,DC,20008.0,270000.0,1.0,1.0,Forest Hills,1050.0,,1967.0,1043.0,38.9449325,-77.0617849
1985,2024-04-16,Condo/Co-op,4000 Cathedral Ave NW Unit 714B,Washington,DC,20016.0,460000.0,2.0,1.0,Observatory Circle,1200.0,,1931.0,1690.0,38.9289777,-77.0791557
1986,2024-04-16,Condo/Co-op,3001 Veazey Ter NW #1510,Washington,DC,20008.0,560000.0,2.0,2.0,Forest Hills,1485.0,,1967.0,1467.0,38.9449325,-77.0617849
1987,2024-03-27,Single Family Residential,3730 Fordham Rd NW,Washington,DC,20016.0,3120000.0,6.0,4.5,Spring Valley,4405.0,10848.0,1940.0,0.0,38.9386389,-77.0996804
1988,2024-03-18,Single Family Residential,3126 38th St NW,Washington,DC,20016.0,7350000.0,6.0,7.0,Cleveland Park,7175.0,10000.0,2024.0,0.0,38.9315549,-77.0747716
1989,2024-04-15,Single Family Residential,3634 Jocelyn St NW,Washington,DC,20015.0,1340000.0,4.0,3.5,Chevy Chase,1817.0,3488.0,1932.0,0.0,38.9595377,-77.0695867
1990,2024-04-29,Condo/Co-op,3001 Veazey Ter NW #634,Washington,DC,20008.0,580000.0,2.0,2.0,Forest Hills,,,1967.0,1583.0,38.9449325,-77.0617849
1991,2024-03-20,Townhouse,4375 Embassy Park Dr NW,Washington,DC,20016.0,1160000.0,3.0,3.5,Wesley Heights,1878.0,984.0,1979.0,550.0,38.9342431,-77.0855968
1992,2024-03-07,Condo/Co-op,3100 Connecticut Ave NW #430,Washington,DC,20008.0,515000.0,1.0,1.0,Garfield,980.0,,1923.0,690.0,38.9305572,-77.0559533
1993,2024-04-30,Townhouse,3010 Porter St NW,Washington,DC,20008.0,1441000.0,3.0,1.5,Cleveland Park,1961.0,3179.0,1923.0,0.0,38.93709,-77.0615789
1994,2024-04-02,Condo/Co-op,3801 Rodman St NW Unit B2,Washington,DC,20016.0,695000.0,2.0,2.0,Cleveland Park,1501.0,,1942.0,896.0,38.9395715,-77.0755062
1995,2024-05-22,Single Family Residential,5833 Potomac Ave NW,Washington,DC,20016.0,3050000.0,5.0,5.0,Palisades,5826.0,11918.0,1989.0,0.0,38.9348978,-77.1135616
1996,2024-05-09,Single Family Residential,3511 Macomb St NW,Washington,DC,20016.0,2500000.0,4.0,3.5,Cleveland Park,2342.0,5625.0,1952.0,0.0,38.9336731,-77.0697355
1997,2024-05-01,Condo/Co-op,3601 Connecticut Ave NW Unit L08,Washington,DC,20008.0,795000.0,2.0,2.0,CLEVELAND PARK,1390.0,,1928.0,1567.0,38.9379083,-77.0586498
1998,2024-04-01,Condo/Co-op,2737 Devonshire Pl NW #415,Washington,DC,20008.0,928000.0,2.0,2.0,Garfield,1583.0,,1929.0,1239.0,38.9317585,-77.0575295
1999,2024-05-01,Single Family Residential,2940 Chain Bridge Rd NW,Washington,DC,20016.0,4000000.0,3.0,4.5,Kent,3355.0,30528.0,1951.0,0.0,38.9281146,-77.0956788
2000,2024-04-01,Condo/Co-op,4101 Albemarle St NW #604,Washington,DC,20016.0,1300000.0,2.0,2.0,American University,1450.0,,2005.0,0.0,38.9487791,-77.0808194
2001,2024-05-03,Condo/Co-op,4200 Cathedral Ave NW #803,Washington,DC,20016.0,259250.0,1.0,1.0,Wesley Heights,700.0,,1957.0,819.0,38.9297267,-77.0829834
2002,2024-03-07,Single Family Residential,4417 Windom Pl NW,Washington,DC,20016.0,1400000.0,4.0,2.5,American University,1630.0,4558.0,1937.0,0.0,38.9457009,-77.0871794
2003,2024-04-12,Condo/Co-op,3883 Connecticut Ave NW #714,Washington,DC,20008.0,795000.0,2.0,2.0,Forest Hills,1188.0,,2002.0,874.0,38.9401354,-77.0599093
2004,2024-03-22,Single Family Residential,4414 Davenport St NW,Washington,DC,20016.0,1840000.0,5.0,4.5,American University,2960.0,6248.0,1938.0,0.0,38.9519037,-77.0870468
2005,2024-03-15,Condo/Co-op,3219 Wisconsin Ave NW Ph 701,Washington,DC,20016.0,1550000.0,3.0,3.5,Cleveland Park,1753.0,,2024.0,613.0,38.9333332,-77.0720286
2006,2024-03-26,Single Family Residential,2937 Garfield Ter NW,Washington,DC,20008.0,3050000.0,5.0,3.5,Woodley,4250.0,6523.0,1956.0,0.0,38.9262796,-77.0597208
2007,2024-05-23,Condo/Co-op,4101 Albemarle St NW #336,Washington,DC,20016.0,1150000.0,3.0,2.0,American University,1359.0,,2005.0,920.0,38.9487791,-77.0808194
2008,2024-05-20,Single Family Residential,5758 Macarthur Blvd NW,Washington,DC,20016.0,1849000.0,5.0,4.5,Palisades,4100.0,6500.0,1974.0,0.0,38.9342654,-77.1109303
2009,2024-03-08,Townhouse,3722 Jenifer St NW,Washington,DC,20015.0,1400000.0,3.0,4.5,Chevy Chase,3100.0,2019.0,1976.0,0.0,38.9588816,-77.0723883
2010,2024-05-20,Condo/Co-op,3883 Connecticut Ave NW #508,Washington,DC,20008.0,450000.0,1.0,1.0,Forest Hills,707.0,,2002.0,601.0,38.9401354,-77.0599093
2011,2024-03-22,Condo/Co-op,3219 Wisconsin Ave NW #301,Washington,DC,20016.0,1000000.0,2.0,2.5,Cleveland Park,1261.0,,2024.0,449.0,38.9333332,-77.0720286
2012,2024-04-15,Condo/Co-op,3760 39th St NW Unit F144,Washington,DC,20016.0,707000.0,2.0,1.0,Cleveland Park,1271.0,,1942.0,809.0,38.9387903,-77.0782117
2013,2024-04-26,Condo/Co-op,4101 Albemarle St NW #521,Washington,DC,20016.0,925000.0,2.0,2.0,American University,1240.0,,2005.0,612.0,38.9487791,-77.0808194
2014,2024-04-25,Condo/Co-op,3601 Connecticut Ave NW #206,Washington,DC,20008.0,764500.0,2.0,2.0,Forest Hills,1400.0,,1928.0,1567.0,38.9379083,-77.0586498
2015,2024-05-10,Single Family Residential,3503 Fulton St NW,Washington,DC,20007.0,5100000.0,6.0,6.5,Observatory Circle,5308.0,6000.0,1929.0,0.0,38.926419,-77.0690144
2016,2024-04-10,Condo/Co-op,2801 New Mexico Ave NW #1201,Washington,DC,20007.0,1195000.0,2.0,2.5,Observatory Circle,1662.0,,1966.0,2545.0,38.9267165,-77.0801
2017,2024-05-31,Single Family Residential,3612 Macomb St NW,Washington,DC,20016.0,3800000.0,6.0,4.5,Cleveland Park,3950.0,10125.0,1909.0,0.0,38.9332926,-77.0718555
2018,2024-06-04,Single Family Residential,4618 Warren St NW,Washington,DC,20016.0,1925250.0,4.0,3.0,American University,3000.0,4160.0,1939.0,0.0,38.9446004,-77.0915766
2019,2024-05-31,Townhouse,3451 Newark St NW,Washington,DC,20016.0,2065000.0,5.0,4.5,Cleveland Park,2451.0,5038.0,1911.0,0.0,38.934997,-77.067962
2020,2024-04-22,Single Family Residential,5015 44th St NW,Washington,DC,20016.0,1575000.0,4.0,3.0,American University,1812.0,5391.0,1940.0,0.0,38.9555976,-77.0860127
2021,2024-04-30,Condo/Co-op,3609 38th St NW #207,Washington,DC,20016.0,245000.0,0.0,1.0,CLEVELAND PARK,500.0,,1985.0,295.0,38.9379785,-77.0755076
2022,2024-03-18,Condo/Co-op,4201 Cathedral Ave NW Unit 1224W,Washington,DC,20016.0,650000.0,2.0,2.0,Wesley Heights,1468.0,,1960.0,1652.0,38.9306264,-77.0829866
2023,2024-04-12,Single Family Residential,5128 Linnean Ter NW,Washington,DC,20008.0,1805000.0,4.0,3.0,Forest Hills,2180.0,7963.0,1951.0,0.0,38.9563219,-77.0681613
2024,2024-05-10,Condo/Co-op,3100 Connecticut Ave NW #110,Washington,DC,20008.0,500000.0,1.0,1.0,Garfield,734.0,,1923.0,531.0,38.9305572,-77.0559533
2025,2024-04-19,Condo/Co-op,4444 Connecticut Ave NW #505,Washington,DC,20008.0,570000.0,2.0,1.5,North Cleveland Park,969.0,,1983.0,488.0,38.9477647,-77.065961
2026,2024-05-10,Single Family Residential,4611 Yuma St NW,Washington,DC,20016.0,2395000.0,6.0,6.0,American University,3008.0,4629.0,1939.0,0.0,38.94645,-77.0912665
2027,2024-03-20,Townhouse,3229 Sutton Pl NW Unit D,Washington,DC,20016.0,830000.0,2.0,2.5,Wesley Heights,1332.0,,1980.0,712.0,38.9321561,-77.081921
2028,2024-05-31,Condo/Co-op,3980 Langley Ct NW Unit C609,Washington,DC,20016.0,387000.0,1.0,1.0,Cleveland Park,682.0,,1942.0,407.0,38.9361572,-77.0788618
2029,2024-04-30,Condo/Co-op,2723 Ordway St NW #4,Washington,DC,20008.0,451000.0,1.0,1.0,Forest Hills,773.0,,1944.0,595.0,38.9349048,-77.0556593
2030,2024-05-17,Single Family Residential,3022 44th Pl NW,Washington,DC,20016.0,2200000.0,5.0,4.5,Wesley Heights,3250.0,8000.0,1927.0,0.0,38.9298268,-77.087736
2031,2024-05-02,Condo/Co-op,3883 Connecticut Ave NW #208,Washington,DC,20008.0,503000.0,1.0,1.0,Forest Hills,707.0,,2002.0,601.0,38.9401551,-77.0599285
2032,2024-05-20,Townhouse,2756 Woodley Pl NW,Washington,DC,20008.0,1865000.0,4.0,3.5,Garfield,2679.0,2000.0,1922.0,0.0,38.9269959,-77.0525457
2033,2024-05-31,Single Family Residential,3627 Alton Pl NW,Washington,DC,20008.0,1300000.0,3.0,2.0,North Cleveland Park,1820.0,4300.0,1948.0,0.0,38.947306,-77.0710843
2034,2024-04-15,Single Family Residential,2964 Chesapeake St NW,Washington,DC,20008.0,2475000.0,4.0,4.0,Forest Hills,4134.0,9500.0,1938.0,0.0,38.9505358,-77.0598532
2035,2024-05-31,Townhouse,3245 Sutton Pl NW Unit C,Washington,DC,20016.0,985000.0,2.0,2.5,Wesley Heights,1332.0,,1980.0,712.0,38.9325036,-77.0808848
2036,2024-05-28,Condo/Co-op,3701 Connecticut Ave NW #128,Washington,DC,20008.0,300000.0,1.0,1.0,Forest Hills,682.0,,1951.0,730.0,38.9383349,-77.0592347
2037,2024-05-21,Condo/Co-op,3039 Macomb St NW #23,Washington,DC,20008.0,332500.0,1.0,1.0,Cleveland Park,675.0,,1923.0,736.0,38.9337289,-77.0614383
2038,2024-03-14,Condo/Co-op,3001 Veazey Ter NW #1529,Washington,DC,20008.0,260000.0,1.0,1.0,Forest Hills,936.0,,1967.0,979.0,38.9449325,-77.0617849
2039,2024-05-28,Single Family Residential,4622 Davenport St NW,Washington,DC,20016.0,1275000.0,3.0,2.0,American University,1853.0,5680.0,1935.0,0.0,38.9518954,-77.0916848
2040,2024-04-12,Single Family Residential,3434 Porter St NW,Washington,DC,20016.0,1520000.0,3.0,3.0,Cleveland Park,1850.0,2500.0,1926.0,0.0,38.9372128,-77.0684424
2041,2024-06-03,Single Family Residential,5446 30th St NW,Washington,DC,20015.0,1600000.0,4.0,3.5,Chevy Chase,2877.0,5805.0,1936.0,0.0,38.9625589,-77.0602891
2042,2024-05-21,Townhouse,5229 Connecticut Ave NW #809,Washington,DC,20015.0,860000.0,3.0,2.5,Chevy Chase,1251.0,,1971.0,549.0,38.9586383,-77.0716577
2043,2024-03-26,Condo/Co-op,3101 New Mexico Ave NW #1103,Washington,DC,20016.0,1150000.0,2.0,2.5,Wesley Heights,2166.0,,1979.0,1880.0,38.9329214,-77.0828428
2044,2024-03-25,Townhouse,3209 Sutton Pl NW Unit A,Washington,DC,20016.0,905000.0,2.0,2.5,Wesley Heights,1332.0,,1980.0,712.0,38.932087,-77.0838095
2045,2024-03-28,Single Family Residential,4623 44th St NW,Washington,DC,20016.0,1205000.0,3.0,2.0,American University,1365.0,5300.0,1929.0,0.0,38.9504943,-77.0859227
2046,2024-03-26,Condo/Co-op,3710 39th St NW Unit E173,Washington,DC,20016.0,675000.0,2.0,1.0,Cleveland Park,1361.0,,1942.0,750.0,38.9383688,-77.0781394
2047,2024-05-31,Condo/Co-op,3700 NW 39th St NW Unit D178,Washington,DC,20016.0,575000.0,2.0,1.0,Cleveland Park,861.0,,1942.0,514.0,38.9382534,-77.0781197
2048,2024-05-10,Single Family Residential,4551 Grant Rd NW,Washington,DC,20016.0,2160000.0,5.0,3.5,Wakefield,3332.0,4709.0,1966.0,0.0,38.9489511,-77.0752846
2049,2024-05-22,Townhouse,3300 Cleveland Ave NW,Washington,DC,20008.0,1880000.0,4.0,3.5,Massachusetts Avenue Heights,3500.0,5417.0,1925.0,0.0,38.929201,-77.0657251
2050,2024-05-06,Single Family Residential,3038 Macomb St NW,Washington,DC,20008.0,4795000.0,5.0,7.0,Cleveland Park,5700.0,6098.0,2012.0,0.0,38.9333324,-77.0615076
2051,2024-04-01,Townhouse,3625 Everett St NW,Washington,DC,20008.0,1795000.0,4.0,3.5,Wakefield,2740.0,2646.0,1926.0,0.0,38.9541836,-77.07075
2052,2024-04-12,Condo/Co-op,3621 39th St NW Unit C321,Washington,DC,20016.0,400000.0,1.0,1.0,Cleveland Park,789.0,,1942.0,441.0,38.937307,-77.0774615
2053,2024-04-22,Single Family Residential,2940 NW Garfield Ter NW,Washington,DC,20008.0,1878800.0,4.0,3.5,Woodley,3032.0,9675.0,1955.0,0.0,38.9263311,-77.0603613
2054,2024-05-21,Condo/Co-op,2801 New Mexico Ave NW #412,Washington,DC,20007.0,530000.0,1.0,1.5,Observatory Circle,1276.0,,1966.0,1810.0,38.9267165,-77.0801
