,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,LATITUDE,LONGITUDE,closest_greenspace_direct,closest_greenspace_loc,closest_metro_direct,closest_metro_loc
360,2024-05-23,Townhouse,1525 A St NE,Washington,DC,20002.0,1250000.0,4.0,3.5,Old City 1,2424.0,1310.0,1909.0,0.0,38.8907338,-76.9826131,0.1956481708110593,"(38.8921493147325, -76.98395580170018)",0.5513965680641023,"(38.8882703, -76.977084)"
361,2024-03-08,Townhouse,922 5th St NE,Washington,DC,20002.0,1100000.0,4.0,3.5,Old City 1,2040.0,,1913.0,0.0,38.9019771,-76.9997298,0.0756573463227325,"(38.90142858456983, -76.99921248113117)",0.5448194958891276,"(38.9057556, -77.0037381)"
362,2024-04-05,Single Family Residential,4815 Meade St NE,Washington,DC,20019.0,545000.0,4.0,3.5,Deanwood,2211.0,4136.0,1945.0,0.0,38.9058689,-76.9331344,0.09600925763377967,"(38.90531453628966, -76.93398505400057)",0.2942099653655061,"(38.9081705, -76.9348116)"
363,2024-04-19,Townhouse,517 K St NE,Washington,DC,20002.0,980000.0,4.0,2.5,Old City 1,1995.0,1440.0,1909.0,0.0,38.9022557,-76.9988106,0.09832640177100267,"(38.90142858456983, -76.99921248113117)",0.5772856692473216,"(38.9057556, -77.0037381)"
364,2024-03-26,Townhouse,319 34th Pl NE,Washington,DC,20019.0,474999.0,3.0,2.5,Lily Ponds,1368.0,1474.0,1939.0,0.0,38.8941239,-76.9563531,0.4073105040312893,"(38.8958702, -76.9604903)",0.9559420425625058,"(38.8986259, -76.9469427)"
365,2024-06-03,Townhouse,625 M St NE,Washington,DC,20002.0,995000.0,4.0,2.5,Old City 1,1782.0,1530.0,1912.0,0.0,38.9054439,-76.9975508,0.037980821866580555,"(38.90578003333333, -76.99762879999999)",0.533049620448229,"(38.9072966, -77.0032325)"
366,2024-05-10,Townhouse,1373 A St NE,Washington,DC,20002.0,1076300.0,3.0,2.0,Old City 1,1694.0,1059.0,1914.0,0.0,38.890715,-76.986009,0.06657349582619564,"(38.89108845642647, -76.98661022220328)",0.8188904476221984,"(38.8882703, -76.977084)"
367,2024-05-30,Townhouse,619 Massachusetts Ave NE,Washington,DC,20002.0,2300000.0,4.0,3.5,Capitol Hill,2913.0,2150.0,1900.0,0.0,38.8925556,-76.9978432,0.07841767626124882,"(38.89254955, -76.99874925)",0.9376662900051553,"(38.8842435, -76.996018)"
368,2024-05-02,Townhouse,1337 North Carolina Ave NE,Washington,DC,20002.0,1325000.0,4.0,3.5,Old City 1,2466.0,1916.0,1918.0,0.0,38.8907392,-76.9871456,0.06045825932204792,"(38.89108845642647, -76.98661022220328)",0.9130742524843031,"(38.8882703, -76.977084)"
369,2024-05-10,Condo/Co-op,1018 Florida Ave NE #301,Washington,DC,20002.0,695000.0,2.0,2.5,Trinidad,1346.0,,2008.0,346.0,38.9038186,-76.9920578,0.0902649768751071,"(38.903819636881, -76.99310093856673)",1.0334011036188713,"(38.9057556, -77.0037381)"
370,2024-03-28,Townhouse,1422 C St NE,Washington,DC,20002.0,730000.0,3.0,2.5,Old City 1,1788.0,1568.0,1910.0,0.0,38.8937754,-76.984299,0.1811772148945359,"(38.894990378579095, -76.98569390500033)",0.8744376082769361,"(38.8882703, -76.977084)"
371,2024-04-01,Townhouse,1613 E Capitol St SE,Washington,DC,20003.0,1350000.0,4.0,3.5,Old City 1,2111.0,1965.0,1917.0,0.0,38.8895267,-76.9816664,0.3525672175651614,"(38.8921493147325, -76.98395580170018)",0.4204940589575164,"(38.8882703, -76.977084)"
372,2024-04-25,Condo/Co-op,116 6th St NE #201,Washington,DC,20002.0,597000.0,2.0,1.0,Capitol Hill,969.0,,1915.0,342.0,38.891404,-76.9987452,0.12737983047471338,"(38.89254955, -76.99874925)",0.8304630280057436,"(38.8842435, -76.996018)"
373,2024-04-11,Townhouse,214 17th Pl NE,Washington,DC,20002.0,850000.0,4.0,2.5,Old City 1,1949.0,1433.0,1929.0,0.0,38.8925712,-76.9801241,0.28046614766468764,"(38.89302786958304, -76.97693697792224)",0.545840354999567,"(38.8882703, -76.977084)"
374,2024-04-05,Townhouse,847 51st St NE,Washington,DC,20019.0,230000.0,2.0,1.5,Deanwood,810.0,2407.0,1945.0,0.0,38.9012197,-76.9264437,0.33505497447159416,"(38.898675828079206, -76.92851888385083)",1.0590845606710915,"(38.9081705, -76.9348116)"
375,2024-04-15,Townhouse,432 23rd Pl NE,Washington,DC,20002.0,700000.0,3.0,3.5,Old City 1,1690.0,1464.0,1932.0,0.0,38.8959139,-76.973965,0.1426342529049504,"(38.895462049045584, -76.97550751228289)",0.8917660815983771,"(38.8882703, -76.977084)"
376,2024-05-10,Townhouse,1410 A St NE,Washington,DC,20002.0,1050000.0,3.0,3.5,Old City 1,1200.0,1120.0,1909.0,0.0,38.8911147,-76.9850884,0.13174228093536305,"(38.89108845642647, -76.98661022220328)",0.7615587886170352,"(38.8882703, -76.977084)"
377,2024-05-31,Condo/Co-op,217 16th St NE #2,Washington,DC,20002.0,485000.0,1.0,1.0,KINGMAN PARK,775.0,,2024.0,169.0,38.8926341,-76.9817454,0.19875115868767057,"(38.8921493147325, -76.98395580170018)",0.6310399341245966,"(38.8882703, -76.977084)"
378,2024-05-17,Townhouse,628 Massachusetts Ave NE,Washington,DC,20002.0,1430000.0,5.0,3.5,Old City 1,2573.0,1703.0,1923.0,0.0,38.8930214,-76.9973483,0.13211126636062967,"(38.89254955, -76.99874925)",0.9828254762825257,"(38.8842435, -76.996018)"
379,2024-04-11,Multi-Family (2-4 Unit),815 8th St NE,Washington,DC,20002.0,1399000.0,,,Old City 1,3840.0,2757.0,1910.0,0.0,38.9006934,-76.9947276,0.21020769856177274,"(38.8990007, -76.9958092)",0.9616567335775758,"(38.9057556, -77.0037381)"
380,2024-04-11,Townhouse,815 8th St NE,Washington,DC,20002.0,1399000.0,6.0,5.5,Old City 1,3840.0,2757.0,1910.0,0.0,38.9006934,-76.9947276,0.21020769856177274,"(38.8990007, -76.9958092)",0.9616567335775758,"(38.9057556, -77.0037381)"
381,2024-04-05,Townhouse,640 8th St NE,Washington,DC,20002.0,1520000.0,5.0,3.5,Old City 1,2841.0,2300.0,1910.0,0.0,38.8985675,-76.9951594,0.07404329090371169,"(38.8990007, -76.9958092)",1.0455258789648312,"(38.8983998, -77.0072391)"
382,2024-05-30,Townhouse,309 Tennessee Ave NE,Washington,DC,20002.0,660000.0,3.0,1.0,Old City 1,1838.0,1203.0,1912.0,0.0,38.8938862,-76.9865255,0.14231742725752666,"(38.894990378579095, -76.98569390500033)",1.0284287044110167,"(38.8882703, -76.977084)"
383,2024-04-17,Townhouse,913 7th St NE,Washington,DC,20002.0,1750000.0,5.0,3.5,Old City 1,3700.0,2083.0,1917.0,0.0,38.9017637,-76.9957847,0.1118868612235652,"(38.90261755415131, -76.99510061317112)",0.8189514671672101,"(38.9057556, -77.0037381)"
384,2024-04-24,Condo/Co-op,217 16th St NE #9,Washington,DC,20002.0,765000.0,2.0,2.0,KINGMAN PARK,1245.0,,2024.0,272.0,38.8926218,-76.9817635,0.1968744785744821,"(38.8921493147325, -76.98395580170018)",0.6309932131566454,"(38.8882703, -76.977084)"
385,2024-04-12,Multi-Family (2-4 Unit),1629 W Virginia Ave NE,Washington,DC,20002.0,890000.0,,,Trinidad,2869.0,4761.0,1931.0,0.0,38.9085809,-76.9875465,0.3233525713994157,"(38.911031280123204, -76.98553415082033)",1.3647549852414218,"(38.9072966, -77.0032325)"
386,2024-03-22,Townhouse,3323 Alden Pl NE,Washington,DC,20019.0,465000.0,2.0,2.0,Lily Ponds,1144.0,1456.0,1944.0,0.0,38.8911275,-76.959477,0.309002822195012,"(38.89350292847268, -76.96132987918628)",1.3681700975918745,"(38.8986259, -76.9469427)"
387,2024-04-26,Single Family Residential,5217 Clay St NE,Washington,DC,20019.0,659000.0,7.0,7.5,Deanwood,2970.0,2853.0,2024.0,0.0,38.8933345,-76.9262323,0.27212207832685914,"(38.891983683402046, -76.92885418049846)",1.018759411886169,"(38.8903287, -76.937352)"
388,2024-05-10,Townhouse,1313 Linden Ct NE,Washington,DC,20002.0,948000.0,3.0,3.0,Old City 1,1700.0,605.0,2018.0,0.0,38.899456,-76.987391,0.07175176247710496,"(38.89885746666667, -76.98708116666667)",1.5305895627667176,"(38.8882703, -76.977084)"
389,2024-04-19,Townhouse,253 10th St NE,Washington,DC,20002.0,930000.0,3.0,1.5,Old City 1,1945.0,1209.0,1920.0,0.0,38.8934073,-76.9924999,0.2572946735829376,"(38.89184205187891, -76.99468942552575)",1.0605248703387111,"(38.8842084, -76.995736)"
390,2024-04-25,Townhouse,1417 West Virginia Ave NE,Washington,DC,20002.0,905000.0,4.0,3.5,Trinidad,2016.0,1991.0,1925.0,0.0,38.9068592,-76.9896057,0.38420961612271515,"(38.90351067096262, -76.98851053753)",1.1801032914206955,"(38.9072966, -77.0032325)"
391,2024-03-08,Single Family Residential,4315 R St,Capitol Heights,MD,20743.0,399500.0,4.0,2.0,BEAVER HEIGHTS,2737.0,5200.0,1926.0,0.0,38.9119818,-76.9323611,0.4037681286498502,"(38.908350719185144, -76.93239453487342)",0.4511762295752589,"(38.9085761, -76.9351956)"
392,2024-04-12,Townhouse,665 F St NE,Washington,DC,20002.0,885000.0,4.0,2.5,Old City 1,1993.0,991.0,1914.0,0.0,38.8971362,-76.9964709,0.2150856568397666,"(38.8990007, -76.9958092)",0.9362406369920329,"(38.89743, -77.0072829)"
393,2024-04-01,Townhouse,1159 5th St NE,Washington,DC,20002.0,1034000.0,3.0,3.0,Old City 1,2100.0,1800.0,1990.0,0.0,38.9051553,-76.9992582,0.15717646015837142,"(38.90578003333333, -76.99762879999999)",0.3933509521539429,"(38.9057556, -77.0037381)"
394,2024-05-17,Condo/Co-op,1019 17th Pl NE #101,Washington,DC,20002.0,199900.0,0.0,1.0,CARVER LANGSTON,421.0,,2023.0,108.0,38.9032689,-76.9798482,0.614599835055564,"(38.903833049999996, -76.97278275)",1.6848372538900294,"(38.8882703, -76.977084)"
395,2024-03-13,Condo/Co-op,1020 Florida Ave NE #8,Washington,DC,20002.0,589000.0,2.0,2.0,Trinidad,1053.0,,2023.0,218.0,38.9037813,-76.9920679,0.08949253902037177,"(38.903819636881, -76.99310093856673)",1.0334197362306017,"(38.9057556, -77.0037381)"
396,2024-05-10,Townhouse,1213 F St NE,Washington,DC,20002.0,1675000.0,4.0,3.5,Old City 1,2647.0,1785.0,1908.0,0.0,38.8971161,-76.9896417,0.03798876351484211,"(38.89744963333333, -76.98954663333332)",1.4658269547629568,"(38.8882703, -76.977084)"
397,2024-04-26,Townhouse,4525 Eads Pl NE,Washington,DC,20019.0,261000.0,2.0,1.0,Deanwood,866.0,1367.0,1944.0,0.0,38.8957458,-76.9364875,0.308777765141256,"(38.89814280287427, -76.934686095226)",0.5859505474487291,"(38.8905364, -76.9375078)"
398,2024-05-03,Townhouse,1812 M St NE,Washington,DC,20002.0,794000.0,4.0,3.5,Trinidad,1802.0,1400.0,1929.0,0.0,38.9058105,-76.9775442,0.46701421510112595,"(38.903833049999996, -76.97278275)",1.9507878222131216,"(38.8882703, -76.977084)"
399,2024-05-10,Townhouse,414 F St NE,Washington,DC,20002.0,964000.0,3.0,2.5,Old City 1,2150.0,1167.0,1912.0,0.0,38.8975545,-76.9999566,0.25216874515697857,"(38.8995562, -76.998587)",0.6341672619873063,"(38.89743, -77.0072829)"
400,2024-04-11,Townhouse,423 19th St NE,Washington,DC,20002.0,725000.0,3.0,2.0,Old City 1,1527.0,1840.0,1939.0,0.0,38.8954179,-76.9770264,0.13153959410747887,"(38.895462049045584, -76.97550751228289)",0.7947924915289355,"(38.8882703, -76.977084)"
401,2024-03-29,Townhouse,5079 Sheriff Rd NE,Washington,DC,20019.0,430000.0,3.0,2.0,Deanwood,1215.0,2360.0,1944.0,0.0,38.903296,-76.9280329,0.5154581136763625,"(38.898675828079206, -76.92851888385083)",0.7986467658100466,"(38.9081705, -76.9348116)"
402,2024-03-29,Townhouse,703 Maryland Ave NE,Washington,DC,20002.0,1450000.0,4.0,3.5,Old City 1,2582.0,1203.0,1920.0,0.0,38.894933,-76.995429,0.03284605496769637,"(38.89490346666666, -76.99580663333333)",1.0627628134800262,"(38.89743, -77.0072829)"
403,2024-05-31,Condo/Co-op,401 13th St NE #302,Washington,DC,20002.0,471000.0,1.0,1.0,Old City 1,782.0,,2007.0,506.0,38.8951325,-76.9880202,0.05781216365304655,"(38.89526154091903, -76.98737308214257)",1.215763993641197,"(38.8882703, -76.977084)"
404,2024-05-14,Townhouse,1513 Trinidad Ave NE,Washington,DC,20002.0,635000.0,4.0,2.5,Trinidad,1750.0,1885.0,1925.0,0.0,38.9053931,-76.9844487,0.40908282187668643,"(38.90351067096262, -76.98851053753)",1.6390663139454487,"(38.9072966, -77.0032325)"
405,2024-04-08,Townhouse,2012 C St NE,Washington,DC,20002.0,493000.0,4.0,2.0,Old City 1,1329.0,1269.0,1939.0,0.0,38.8935742,-76.9757711,0.06598529354988136,"(38.89300348664833, -76.97556220812366)",0.6006132620148202,"(38.8882703, -76.977084)"
406,2024-05-31,Condo/Co-op,919 12th St NE #205,Washington,DC,20002.0,337000.0,1.0,1.0,OLD CITY #1,573.0,,2024.0,221.0,38.9019833,-76.9897326,0.06999713946682272,"(38.902559465035395, -76.99005844823236)",1.2824608866722917,"(38.9057556, -77.0037381)"
407,2024-03-07,Condo/Co-op,2209 M St NE #4,Washington,DC,20002.0,324900.0,1.0,1.0,CARVER LANGSTON,,,2023.0,173.0,38.905472,-76.9726728,0.12215391819082988,"(38.90537833593858, -76.97126624731887)",1.9504646118143179,"(38.8882703, -76.977084)"
408,2024-04-30,Townhouse,4326 Gault Pl NE,Washington,DC,20019.0,365999.0,2.0,1.0,Deanwood,1275.0,1360.0,1951.0,0.0,38.8991884,-76.9397633,0.04753079143666663,"(38.89876200150122, -76.9398018867853)",0.5998051702111302,"(38.8988007, -76.9466765)"
409,2024-04-30,Condo/Co-op,217 16th St NE #6,Washington,DC,20002.0,790000.0,2.0,2.0,KINGMAN PARK,1356.0,,2024.0,297.0,38.8926218,-76.9817635,0.1968744785744821,"(38.8921493147325, -76.98395580170018)",0.6309932131566454,"(38.8882703, -76.977084)"
410,2024-05-03,Townhouse,1645 Lang Pl NE,Washington,DC,20002.0,415000.0,2.0,1.0,Trinidad,750.0,1180.0,1939.0,0.0,38.9042117,-76.9792331,0.5597460864334941,"(38.903833049999996, -76.97278275)",1.7823331431609832,"(38.8882703, -76.977084)"
411,2024-03-08,Townhouse,332 20th St NE,Washington,DC,20002.0,751000.0,3.0,2.5,Old City 1,1364.0,1938.0,1941.0,0.0,38.8943119,-76.9764481,0.14337550333823865,"(38.89456513387005, -76.97482367666471)",0.6740458305642324,"(38.8882703, -76.977084)"
412,2024-03-15,Condo/Co-op,4639-1/2 Minnesota Ave NE,Washington,DC,20019.0,320000.0,3.0,1.5,Deanwood,1067.0,,1994.0,200.0,38.9068154,-76.9352339,0.16104452475678635,"(38.9070988, -76.9334087)",0.15504757591368698,"(38.9081705, -76.9348116)"
413,2024-05-02,Single Family Residential,4229 Meade St NE,Washington,DC,20019.0,550000.0,3.0,2.0,Lily Ponds,1793.0,2940.0,1941.0,0.0,38.9054545,-76.9422162,0.3700415008986879,"(38.90801004110599, -76.94495549901536)",0.6996527161026489,"(38.9085761, -76.9351956)"
414,2024-04-17,Townhouse,1216 Orren St NE,Washington,DC,20002.0,770000.0,3.0,2.0,Trinidad,1792.0,1595.0,1914.0,0.0,38.9027082,-76.9858576,0.19534719138671675,"(38.901438733333336, -76.9874181)",1.58389853330687,"(38.9057556, -77.0037381)"
415,2024-05-02,Single Family Residential,1014 50th Pl NE,Washington,DC,20019.0,335000.0,3.0,1.5,Deanwood,1315.0,3396.0,1973.0,0.0,38.904231,-76.9298842,0.37474683696014177,"(38.90531453628966, -76.93398505400057)",0.6112903372754466,"(38.9081705, -76.9348116)"
416,2024-05-21,Townhouse,103 6th St NE,Washington,DC,20002.0,1630000.0,3.0,3.5,Capitol Hill,2935.0,2243.0,1900.0,0.0,38.8912831,-76.9982144,0.14823554002316064,"(38.89254955, -76.99874925)",0.8055210632497337,"(38.8842435, -76.996018)"
417,2024-05-13,Townhouse,4035 Benning Rd NE,Washington,DC,20019.0,250000.0,2.0,1.0,Deanwood,992.0,4631.0,1939.0,0.0,38.8935268,-76.9458226,0.13887241322511787,"(38.89251104386435, -76.94488899104188)",0.5752205379191232,"(38.8986259, -76.9469427)"
418,2024-05-20,Townhouse,121 4th St NE,Washington,DC,20002.0,2138000.0,4.0,4.5,Capitol Hill,3678.0,1819.0,1885.0,0.0,38.8915946,-77.0003185,0.17239638572361907,"(38.89254955, -76.99874925)",0.8250321319915753,"(38.8856773, -77.0060694)"
419,2024-05-08,Single Family Residential,4220 Lane Pl NE,Washington,DC,20019.0,360000.0,2.0,1.0,Lily Ponds,1549.0,2640.0,1932.0,0.0,38.9048636,-76.942416,0.4107238610478013,"(38.90116996532674, -76.94238218315745)",0.7488331487272376,"(38.9085761, -76.9351956)"
420,2024-04-19,Townhouse,337 17th Pl NE,Washington,DC,20002.0,999000.0,4.0,3.5,Old City 1,2106.0,1575.0,1933.0,0.0,38.8943279,-76.9796441,0.27529385532426054,"(38.89302786958304, -76.97693697792224)",0.709080812064295,"(38.8882703, -76.977084)"
421,2024-04-04,Townhouse,1700 Lang Pl NE,Washington,DC,20002.0,685000.0,3.0,3.0,Trinidad,1374.0,2397.0,1937.0,0.0,38.904537,-76.9787594,0.5230591541226992,"(38.903833049999996, -76.97278275)",1.814576425554567,"(38.8882703, -76.977084)"
422,2024-03-15,Townhouse,415 E St NE,Washington,DC,20002.0,985000.0,3.0,2.5,Old City 1,1284.0,1020.0,1890.0,0.0,38.8959397,-77.000093,0.20035659146493162,"(38.89466099884733, -77.00172410852505)",0.6439082137049422,"(38.89743, -77.0072829)"
423,2024-04-24,Townhouse,1207 D St NE,Washington,DC,20002.0,825000.0,3.0,2.0,Old City 1,1702.0,1575.0,1914.0,0.0,38.8946027,-76.9897807,0.14590897177867868,"(38.8955278, -76.9909764)",1.2655138568139976,"(38.8842084, -76.995736)"
424,2024-04-18,Condo/Co-op,2001 I St NE Ph -10,Washington,DC,20002.0,510000.0,2.0,2.0,CARVER LANGSTON,,,2023.0,228.0,38.9022969,-76.9749495,0.2536360552856296,"(38.903833049999996, -76.97278275)",1.57058780288964,"(38.8882703, -76.977084)"
425,2024-06-03,Condo/Co-op,2209 M St NE Unit 7,Washington,DC,20002.0,299900.0,1.0,1.0,CARVER LANGSTON,,,2023.0,143.0,38.905472,-76.9726728,0.12215391819082988,"(38.90537833593858, -76.97126624731887)",1.9504646118143179,"(38.8882703, -76.977084)"
426,2024-03-26,Townhouse,712 6th St NE,Washington,DC,20002.0,2100000.0,4.0,4.5,Old City 1,3450.0,1620.0,1910.0,0.0,38.8993739,-76.9986981,0.02243527346919146,"(38.8995562, -76.998587)",0.7470158352543268,"(38.8983998, -77.0072391)"
427,2024-04-25,Townhouse,1426 Trinidad Ave NE,Washington,DC,20002.0,917450.0,4.0,3.5,Trinidad,1972.0,1468.0,1925.0,0.0,38.905172,-76.9851348,0.3456187850880639,"(38.90351067096262, -76.98851053753)",1.5836973277518325,"(38.9072966, -77.0032325)"
428,2024-05-01,Single Family Residential,614-614 A St SE,Washington,DC,20003.0,1495000.0,2.0,2.5,Capitol Hill,4399.0,2388.0,1920.0,0.0,38.8888492,-76.9976295,0.18047801464078053,"(38.88744288602338, -76.99658842190433)",0.5307846779834317,"(38.8842435, -76.996018)"
429,2024-04-25,Townhouse,4240 Eads St NE,Washington,DC,20019.0,535000.0,4.0,3.0,Deanwood,2193.0,10051.0,1948.0,0.0,38.8959248,-76.9403865,0.319513289578879,"(38.89876200150122, -76.9398018867853)",0.631319597281321,"(38.8988007, -76.9466765)"
430,2024-05-31,Townhouse,1610 Rosedale St NE,Washington,DC,20002.0,270000.0,2.0,1.0,Old City 1,712.0,687.0,1911.0,0.0,38.8976415,-76.9817564,0.1742065163539313,"(38.89742977060646, -76.98375095645693)",1.1177409123481934,"(38.8882703, -76.977084)"
431,2024-03-15,Townhouse,1425 Duncan St NE,Washington,DC,20002.0,783000.0,3.0,1.5,Old City 1,1232.0,1069.0,1910.0,0.0,38.8952584,-76.9846351,0.0963336209367807,"(38.895933125614526, -76.98533332264819)",1.0153252752443922,"(38.8882703, -76.977084)"
432,2024-04-15,Condo/Co-op,505 K St NE #1,Washington,DC,20002.0,1091030.0,3.0,3.0,Old City 1,1909.0,,2018.0,264.0,38.9022649,-76.9991593,0.09310783294046897,"(38.90142858456983, -76.99921248113117)",0.5546555457798992,"(38.9057556, -77.0037381)"
433,2024-05-28,Condo/Co-op,1006 Florida Ave NE #101,Washington,DC,20002.0,340000.0,1.0,1.0,Trinidad,591.0,,2023.0,142.0,38.9040305,-76.9924984,0.05716828775457456,"(38.903819636881, -76.99310093856673)",0.9913155492581059,"(38.9057556, -77.0037381)"
434,2024-03-18,Townhouse,1337 Emerald St NE,Washington,DC,20002.0,875000.0,2.0,2.5,Old City 1,1325.0,1024.0,1915.0,0.0,38.8965961,-76.9870665,0.15074941312750617,"(38.89526154091903, -76.98737308214257)",1.266286396735672,"(38.8882703, -76.977084)"
435,2024-04-29,Townhouse,1536 East Capitol St NE,Washington,DC,20003.0,1399000.0,4.0,3.5,Old City 1,2292.0,1310.0,1908.0,0.0,38.8900159,-76.9824008,0.2727413738093673,"(38.8921493147325, -76.98395580170018)",0.4994303607079407,"(38.8882703, -76.977084)"
436,2024-04-26,Townhouse,522 23rd Pl NE,Washington,DC,20002.0,655000.0,3.0,3.0,Old City 1,1740.0,1464.0,1932.0,0.0,38.8967455,-76.973723,0.21027840523714594,"(38.895462049045584, -76.97550751228289)",0.9862696369042351,"(38.8882703, -76.977084)"
437,2024-05-09,Townhouse,1104 7th St NE,Washington,DC,20002.0,905000.0,5.0,2.0,Old City 1,2935.0,1241.0,1900.0,0.0,38.9039731,-76.9964205,0.18911415909922125,"(38.90261755415131, -76.99510061317112)",0.6634939919623537,"(38.9057556, -77.0037381)"
438,2024-05-15,Townhouse,1119 46th St NE,Washington,DC,20019.0,875000.0,6.0,5.5,Deanwood,3467.0,3366.0,2023.0,0.0,38.9053116,-76.935773,0.09765658663155828,"(38.904615338717726, -76.93646086924646)",0.3285995513137625,"(38.9081705, -76.9348116)"
439,2024-05-03,Townhouse,1117 46th St NE,Washington,DC,20019.0,875000.0,6.0,5.5,Deanwood,3467.0,3366.0,2023.0,0.0,38.9052876,-76.9357905,0.09461890394033022,"(38.904615338717726, -76.93646086924646)",0.3315655866162067,"(38.9081705, -76.9348116)"
440,2024-04-30,Condo/Co-op,1363 Childress St NE #1,Washington,DC,20002.0,402000.0,2.0,2.0,Trinidad,705.0,,1940.0,250.0,38.9056261,-76.9823814,0.5801842262528528,"(38.90351067096262, -76.98851053753)",1.8137576400277884,"(38.9072966, -77.0032325)"
441,2024-04-30,Townhouse,1320 G St NE,Washington,DC,20002.0,1350000.0,6.0,3.0,Old City 1,3813.0,2205.0,1900.0,0.0,38.8991211,-76.9875259,0.04172083403665012,"(38.89876388073461, -76.9873784254158)",1.5074560541953164,"(38.8882703, -76.977084)"
442,2024-03-22,Condo/Co-op,1910 Benning Rd NE #3,Washington,DC,20002.0,404900.0,2.0,2.0,Trinidad,720.0,,2023.0,199.0,38.8989988,-76.9756586,0.3454081084886771,"(38.897284032014106, -76.97898670897412)",1.1993160075994083,"(38.8882703, -76.977084)"
443,2024-04-30,Multi-Family (2-4 Unit),4255 Eads St NE,Washington,DC,20019.0,950000.0,,,Deanwood,2442.0,2456.0,1940.0,0.0,38.8954759,-76.939842,0.3654143047796944,"(38.89876200150122, -76.9398018867853)",0.5852198135710743,"(38.8905364, -76.9375078)"
444,2024-05-21,Townhouse,415 23rd Pl NE,Washington,DC,20002.0,959900.0,4.0,3.5,Old City 1,2526.0,1838.0,1932.0,0.0,38.8956004,-76.9736285,0.15475891517988935,"(38.89456513387005, -76.97482367666471)",0.8682031839031681,"(38.8882703, -76.977084)"
445,2024-04-30,Townhouse,1309 E Capitol St SE,Washington,DC,20003.0,1620000.0,4.0,3.5,Old City 1,2601.0,1330.0,1910.0,0.0,38.8895129,-76.9878652,0.1546887373660925,"(38.88851382233659, -76.98662148820301)",0.9011049387500758,"(38.8842084, -76.995736)"
446,2024-04-05,Condo/Co-op,1242 Meigs Pl NE #2,Washington,DC,20002.0,610000.0,3.0,3.0,Trinidad,1780.0,,2024.0,191.0,38.9079264,-76.9846717,0.35321965823766394,"(38.911031280123204, -76.98553415082033)",1.6075441225128242,"(38.9072966, -77.0032325)"
447,2024-04-16,Single Family Residential,1212 50th St NE,Washington,DC,20019.0,369900.0,3.0,2.5,Deanwood,1872.0,5069.0,1968.0,0.0,38.9065872,-76.9288575,0.36348353331216293,"(38.908350719185144, -76.93239453487342)",0.5418583303070125,"(38.9082371, -76.9347499)"
448,2024-05-24,Townhouse,532 21st St NE,Washington,DC,20002.0,732500.0,4.0,2.0,Old City 1,1860.0,1552.0,1938.0,0.0,38.8970594,-76.9745501,0.1959922761331675,"(38.895462049045584, -76.97550751228289)",1.0016054097454037,"(38.8882703, -76.977084)"
449,2024-04-12,Townhouse,3731 Cassell Pl NE #3731,Washington,DC,20019.0,399300.0,4.0,2.5,Lily Ponds,1719.0,,1994.0,225.0,38.9011399,-76.9495123,0.46308414155206035,"(38.8976077, -76.9466774)",0.2902732755221421,"(38.899183, -76.9472922)"
450,2024-05-31,Condo/Co-op,1264 Holbrook Ter NE Unit A,Washington,DC,20002.0,539920.0,3.0,3.5,Trinidad,1211.0,,2024.0,200.0,38.9067239,-76.9846436,0.48511764210277614,"(38.911031280123204, -76.98553415082033)",1.6097231698751495,"(38.9072966, -77.0032325)"
451,2024-04-25,Condo/Co-op,833 19th St NE #3,Washington,DC,20002.0,325000.0,2.0,1.0,Trinidad,625.0,,2018.0,195.0,38.9006499,-76.9759709,0.448767485698005,"(38.903833049999996, -76.97278275)",1.3799152583663827,"(38.8882703, -76.977084)"
452,2024-04-09,Townhouse,1427 D St NE,Washington,DC,20002.0,690000.0,3.0,2.0,Old City 1,1568.0,1568.0,1911.0,0.0,38.8946917,-76.9842605,0.1284199781610812,"(38.894990378579095, -76.98569390500033)",0.946364723503264,"(38.8882703, -76.977084)"
453,2024-04-26,Townhouse,756 19th St NE,Washington,DC,20002.0,745000.0,5.0,3.5,Trinidad,1712.0,2400.0,1927.0,0.0,38.8995945,-76.9764912,0.33562140078793834,"(38.897284032014106, -76.97898670897412)",1.260238280953771,"(38.8882703, -76.977084)"
454,2024-04-30,Townhouse,1924 Benning Rd NE,Washington,DC,20002.0,900000.0,3.0,3.0,Trinidad,,1371.0,1925.0,0.0,38.8989413,-76.9752724,0.37051035584269437,"(38.897284032014106, -76.97898670897412)",1.196874417646266,"(38.8882703, -76.977084)"
455,2024-04-08,Townhouse,520 12th St NE,Washington,DC,20002.0,1255000.0,4.0,3.5,Old City 1,2063.0,993.0,1912.0,0.0,38.8967248,-76.990509,0.07569668876883542,"(38.8971592, -76.99118246666667)",1.4537339129168354,"(38.89743, -77.0072829)"
456,2024-03-06,Townhouse,1718 D St NE,Washington,DC,20002.0,825000.0,4.0,2.0,Old City 1,1940.0,2125.0,1932.0,0.0,38.895006,-76.980038,0.2691488849700123,"(38.897284032014106, -76.97898670897412)",0.7914078094376374,"(38.8882703, -76.977084)"
