,LOCATION,PRICE,ZIP OR POSTAL CODE,TARGET_ENCODED_PRICE_5,TARGET_ENCODED_PRICE_10,TARGET_ENCODED_PRICE_15,TARGET_ENCODED_PRICE_20,TARGET_ENCODED_PRICE_25,TARGET_ENCODED_PRICE_30,TARGET_ENCODED_PRICE_35,TARGET_ENCODED_PRICE_40,TARGET_ENCODED_PRICE_45,TARGET_ENCODED_PRICE_50
945,Hillcrest,725000.0,20020.0,457794.44444444444,457794.44444444444,457794.44444444444,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
946,Old City 1,2400000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
947,R. L. A. SW,1251300.0,20024.0,549257.2727272727,549257.2727272727,549257.2727272727,549257.2727272727,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546
948,Congress Heights,300000.0,20032.0,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,311390.54054054053,311390.54054054053,311390.54054054053
949,Congress Heights,230000.0,20032.0,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,311390.54054054053,311390.54054054053,311390.54054054053
950,Old City 1,1100000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
951,Anacostia,324500.0,20020.0,437179.0833333333,437179.0833333333,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
952,Marshall Heights,522000.0,20019.0,344508.82352941175,344508.82352941175,344508.82352941175,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378
953,Woodridge,450000.0,20020.0,611488.2352941176,611488.2352941176,611488.2352941176,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
954,Old City 1,825000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
955,Hillcrest,600000.0,20020.0,457794.44444444444,457794.44444444444,457794.44444444444,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
956,Randle Heights,335000.0,20020.0,364975.0,364975.0,364975.0,364975.0,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
957,Hillcrest,889900.0,20020.0,457794.44444444444,457794.44444444444,457794.44444444444,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
958,Marshall Heights,527000.0,20019.0,344508.82352941175,344508.82352941175,344508.82352941175,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378
959,Capitol Hill,1550000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
960,CAPITOL RIVERFRONT,1570000.0,20003.0,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626,976005.7289719626
961,Capitol Hill,960000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
962,Old City 1,961000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
963,Fort Dupont Park,506750.0,20019.0,406668.75,406668.75,406668.75,406668.75,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378
964,Old City 1,645000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
965,Congress Heights,295000.0,20032.0,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,311390.54054054053,311390.54054054053,311390.54054054053
966,Capitol Hill,1350000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
967,R. L. A. SW,249000.0,20024.0,549257.2727272727,549257.2727272727,549257.2727272727,549257.2727272727,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546
968,Capitol Hill,875000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
969,Capitol Hill,1620000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
970,SW WATERFRONT,750000.0,20024.0,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546
972,Old City 1,700000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
973,Randle Heights,425000.0,20020.0,364975.0,364975.0,364975.0,364975.0,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
974,Old City 1,1350000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
975,Capitol Hill,899000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
976,Randle Heights,590000.0,20020.0,364975.0,364975.0,364975.0,364975.0,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
977,Capitol Hill,1250000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
978,Old City 1,670000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
979,Capitol Hill,1036000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
980,OLD TOWN ALEXANDRIA,1507500.0,22314.0,1517597.7272727273,1517597.7272727273,1517597.7272727273,1517597.7272727273,1058173.5273972603,1058173.5273972603,1058173.5273972603,1058173.5273972603,1058173.5273972603,1058173.5273972603
981,Hillcrest,330000.0,20020.0,457794.44444444444,457794.44444444444,457794.44444444444,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667,408372.4666666667
982,Old City 1,815000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
983,Old City 1,422000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
984,Old City 1,949000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
986,Old City 1,679800.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
987,R. L. A. SW,1250000.0,20024.0,549257.2727272727,549257.2727272727,549257.2727272727,549257.2727272727,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546
988,Old City 1,679000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
989,Old City 1,670000.0,20024.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
990,R. L. A. SW,1095000.0,20024.0,549257.2727272727,549257.2727272727,549257.2727272727,549257.2727272727,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546
992,Capitol Hill,390000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
993,Old City 1,665000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
994,Congress Heights,368000.0,20032.0,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,304155.71428571426,311390.54054054053,311390.54054054053,311390.54054054053
995,R. L. A. SW,770000.0,20024.0,549257.2727272727,549257.2727272727,549257.2727272727,549257.2727272727,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546,660665.4545454546
996,Old City 1,855000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
997,Fort Dupont Park,475000.0,20019.0,406668.75,406668.75,406668.75,406668.75,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378,405214.8378378378
998,Old City 1,945000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
999,Capitol Hill,1450000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
1000,Old City 1,805000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1001,Old City 1,1300000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1002,Capitol Hill,1800000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
1003,Old City 1,1525143.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1004,Capitol Hill,1185000.0,20003.0,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,1226444.076923077,976005.7289719626,976005.7289719626,976005.7289719626
1005,Old City 1,935000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1006,Old City 1,595000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1007,Old City 1,1250000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1008,Old City 1,875000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
1009,Old City 1,1015000.0,20003.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0,937493.0
