,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,closest_greenspace_direct,closest_greenspace_area,all_greenspace_area_under1km,closest_metro_direct,closest_school_direct,closest_college_direct,closest_shop_direct,closest_tourism_direct,closest_leisure_direct,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,TARGET_ENCODED_PRICE_50
360,-0.5,0.0,-0.019825535289452814,0.6581875993640699,-0.17886178861788618,-0.2527147087857848,-0.3983133851344753,-0.17510723647716264,-0.3400865282892199,1.2925664842302562,-0.3503424060095093,0.2012857852217136,0.13837207591522435,-0.3004003786529605,-0.24850927434935843,0,0,1,-0.4340569435537593
619,-1.0,-0.5,-0.6558287073750991,-0.2957074721780604,0.5365853658536586,0.6436327739387957,0.8204708323108261,0.018682298368987656,-0.09907707891426068,2.601100765434339,1.8457294227256562,0.9070576616066272,0.3683883607382943,2.8378622728889074,0.5716365524620243,1,0,0,-0.6476692383846571
1594,-0.5,-0.25,-0.5448057097541633,-0.2957074721780604,-0.17886178861788618,0.10266535044422508,0.4232035753778985,1.1053931147442961,-0.41205426439985693,-0.27284552225530384,0.08006963706166552,0.1630770670207777,0.42943128696364363,0.02559377710182891,0.03720844983389097,1,0,0,-0.34623498219376114
1255,-0.5,-0.25,-0.26011102299762096,0.11478537360890302,-0.5528455284552846,-0.2527147087857848,-0.2834441509542482,-0.19439926847847772,-0.43802772410802104,0.39665254206462797,-0.34764035833653323,0.3348496735979826,-0.472572880344948,-0.4818486386845345,-0.20661378561284482,0,0,1,0.33513066668331304
1655,0.0,0.0,-0.295796986518636,-0.2957074721780604,1.1869918699186992,0.15992102665350444,-0.6442308059009634,1.0140748485102842,4.63585560535012,-0.12914256839863858,-0.792251607127336,-0.3150513257619372,-0.40896958790442123,0.22936202074563045,0.42357778892993836,0,1,0,-0.170837282619943
1263,-1.0,-0.5,-0.5551149881046789,-0.2957074721780604,1.1869918699186992,0.15202369200394866,0.6863353826724343,-0.19251870109111227,2.516112210600855,0.5581739400454682,0.3705370876409727,0.7759200654826895,-0.6593577953548629,0.6400599962460336,1.096067113380821,1,0,0,0.11300716760800072
1267,1.0,0.75,1.0388580491673276,0.05659777424483307,-0.8130081300813008,-0.2527147087857848,1.5405470314812482,-0.18897303813671257,1.7919275128794234,-0.13857884898437864,-0.388174230967599,-0.05033358441044086,0.07095769281288124,-0.051872058656182635,-0.44282638550803144,0,0,1,0.33513066668331304
1358,-0.5,0.25,-0.09119746233148295,0.029888712241653417,-0.5691056910569106,-0.2527147087857848,-0.24272462137603298,-0.0680761029325519,-0.4190168399261574,0.2889637066629997,0.19412960477155478,0.2712174187458658,-0.48863558028655046,-0.18646475256074968,-0.348271728284355,0,0,1,0.33513066668331304
49,0.0,0.5,0.6026962727993656,3.5580286168521464,0.016260162601626018,-0.2527147087857848,0.9837819052845037,1.3361416549617129,-0.35896675721720095,0.44759382977097684,0.038322613831716194,-0.5120622259928416,0.0,0.5619802221264418,1.2311159778335459,0,1,0,1.4944115932154425
947,0.0,0.25,-0.02775574940523394,-0.2957074721780604,1.0731707317073171,2.489634748272458,-0.7071220447362758,-0.029470754977236967,0.6013906115771878,-0.574549535981171,-0.43814598319280235,-0.546988985673279,0.5517928972457676,0.1158175222096965,0.08588678709662145,1,0,0,-0.39578066774017073
661,-1.0,-0.5,-0.605868358445678,-0.2957074721780604,0.9105691056910569,0.5666337611056268,-0.5578737723755363,0.24871640296831793,0.9077850164130629,-0.045119309638765946,2.0218425589622444,0.6169733533095987,-0.5537820475177407,-0.5461066100662533,-0.6389566131982821,1,0,0,0.024642614111039858
937,-0.5,0.0,-0.302934179222839,-0.2957074721780604,1.089430894308943,0.7048371174728529,0.40706762977988725,-0.170530332897161,0.3746078673642373,-0.5572710729251203,0.6920438856753811,0.23269752310617012,0.6633183748670731,0.15870299602621685,1.0303925261787188,1,0,0,0.33513066668331304
1835,-1.0,-0.5,-0.7597145122918318,-0.2957074721780604,0.0,0.7423494570582428,-0.19984694362092362,-0.12972092105230432,0.40124728818379213,-0.5154663205026504,-0.5762590303471592,-0.7740987290498305,-0.06142366978636689,-0.4556743580292196,-0.5132720833992709,1,0,0,-0.20561588410167156
2317,0.5,0.25,0.7993655828707376,0.4066772655007949,-0.5853658536585366,-0.2527147087857848,-0.35359589203358455,214.93238161671482,4.655653671439554,-0.05047634663823691,-0.7619536262620153,-0.5029287007714538,-0.4721396549610851,-0.3045657498239374,-0.22516589565667902,0,0,1,-0.170837282619943
23,-0.5,0.0,-0.3965107057890563,1.8041335453100158,-0.11382113821138211,-0.2527147087857848,0.3189796600976222,0.2196404656812023,-0.4653271011745222,1.157132841696326,0.9038166867422828,0.2644175290098517,1.2148892038597394,0.74995248280545,-0.042118095311877976,0,1,0,1.9143401696441467
1656,-1.0,-0.5,-0.5257731958762887,-0.2957074721780604,0.8943089430894309,0.8983218163869694,-0.713425948418787,-0.05893275520950876,-0.3686482736335612,-0.6207872403054459,-0.7306193103644193,-0.5668249682372187,-0.5583347106571113,-0.6243491103502402,-0.81750575860393,1,0,0,-0.20561588410167156
802,-0.5,-0.5,-0.37272006344171293,-0.2957074721780604,-0.17886178861788618,1.1293188548864759,-0.4664743474166037,0.5647377624173326,0.09530409279432753,-0.02546921266626965,0.8711145766184414,0.658983142794442,-0.5185172229817744,-0.6014131339337719,-0.13984180669691584,1,0,0,0.0
770,-0.5,0.0,0.5233941316415543,-0.2957074721780604,0.6016260162601627,1.6386969397828233,-0.326759428326452,-0.19062697934482076,-0.2815703358837414,-0.656291172558658,-0.015082058619347104,0.04426690231450715,0.6326526676640981,-0.06942954225323557,-0.1502682021538894,1,0,0,0.6537650178062389
2307,0.5,0.75,1.5884218873909595,1.0896661367249603,-0.8130081300813008,-0.2527147087857848,-0.03517660364452067,0.12296099849591828,0.09249255255597269,-0.30218844174249176,-0.3327379342306947,0.5902558227382276,1.3693083644865884,1.1049483162043134,0.324853198581151,0,1,0,-0.21107200571804557
1543,-0.5,-0.5,-0.29103885804916735,-0.2957074721780604,-0.43902439024390244,1.6722606120434353,-0.6291256543618168,-0.12886650654352477,5.199541314760795,-0.485004238084654,-0.6322705576406005,-0.7876951813714785,-0.6876097978423112,-0.6505505886377716,-0.4403677537042646,1,0,0,-0.22304197425249417
1792,-0.5,-0.5,-0.5479777954004759,-0.2957074721780604,-0.5365853658536586,0.7087857847976308,-0.5333983568177851,-0.19057127600709617,0.11376375309143023,-0.666478189734919,-0.3615656241006804,-0.780889140551228,0.13155376582019507,-0.6201430473826054,-0.8097835206761638,1,0,0,-0.9054668294048996
1937,-1.0,-0.5,-0.5939730372720063,-0.2957074721780604,0.5528455284552846,0.7443237907206318,-0.5076354918262284,0.32482393169124496,0.6226824179105858,0.7153867495198675,0.6719729029572123,-0.11940872789534226,0.22322732658627795,0.331613021765915,-0.8480839525532194,1,0,0,1.9272897961783173
1115,-1.5,-0.5,-0.6804123711340206,-0.2957074721780604,0.14634146341463414,0.9378084896347483,-0.5252959373389693,0.04213499896521628,3.1074213766847705,-0.5136628606961062,0.34329952962895927,-0.727599801989359,0.32115955671676666,-0.1353245521622048,0.31881434613766385,1,0,0,-0.39578066774017073
317,0.0,0.5,0.4908802537668517,-0.008585055643879173,0.6341463414634146,0.2843040473840079,0.21620733798047267,-0.10487368714057169,-0.2858928152810777,-0.40666028850918956,0.44704910221524746,-0.8117435293392183,-0.8391098814764889,-0.40976476472692586,-0.7213814872181238,0,0,1,-0.3409448213497687
358,-1.0,-0.5,-0.44964314036478986,-0.2957074721780604,0.8943089430894309,0.8173741362290227,0.16799120360837827,-0.07434828649757674,-0.3734463013806815,-0.6174010359625478,0.3253192900772884,-0.629640163048083,0.156287328625822,-0.5219870117527481,-0.8216528545811552,1,0,0,-0.04658223391740003
312,0.0,0.25,0.13639968279143536,-0.06677265500794913,0.8292682926829268,0.027640671273445213,-0.5130069530962422,-0.14232120009148824,-0.422467437561542,-0.4866805996737144,0.23665427782619675,-0.774982163283468,0.07314856578708911,-0.09481984141326007,-0.8550367718803481,0,0,1,-0.04658223391740003
981,0.5,0.0,0.04440919904837431,0.05627980922098569,-0.16260162601626016,-0.2527147087857848,-0.6326379794674956,-0.14369259712663113,1.9795082762509164,0.42781873738428294,-0.5939992858327221,0.7285509887047423,0.9943038591262185,-0.04141400136173481,1.0251264007962453,0,0,1,-1.0619130937362373
1738,-1.0,0.0,-0.4314036478984933,-0.2957074721780604,-2.113821138211382,0.8469891411648569,0.10167570991994836,-0.14392533485666395,1.4351239334126407,0.04564398815598771,-0.698475248775189,-0.8455689386515235,-0.6193954910255539,-0.3821252447224571,-0.16044914516538486,1,0,0,1.9272897961783173
929,0.5,0.75,1.3854084060269627,3.0864864864864865,0.42276422764227645,-0.2527147087857848,0.013694963797180725,-0.15357891375754687,0.07048559251211572,0.5898024249066571,-0.7538084684716931,0.723854098137287,-0.6850736394236696,0.3791547958199953,0.19382999983721727,0,1,0,0.0
2075,-0.5,-0.5,-0.21015067406819984,-0.2957074721780604,-0.13008130081300814,1.1312931885488648,-0.6519148370404297,28.6900110754372,0.4742975926424084,0.2254432259129949,0.08439656265439106,-0.3885087979991403,-0.17719282379951812,0.3021179608499628,-0.8388139805615022,1,0,0,1.4770654411617679
651,-1.0,-0.5,-0.542426645519429,-0.2957074721780604,0.24390243902439024,0.5310957551826259,0.15984674639374255,0.23295184196135763,-0.11145825348341314,3.29491612117486,-0.48558400901990517,0.9188396739377961,0.24900359179689865,2.779737463077772,-0.7016789857113147,1,0,0,-0.5579234819809633
2286,0.0,0.75,0.03251387787470262,0.15230524642289348,-0.4065040650406504,-0.2527147087857848,0.2863798451356918,-0.19445071261431293,0.040824254377404556,0.16722329202089992,0.333242615766922,0.758538611853231,0.4379572250855109,-0.4237528539513348,1.0362360495199898,0,0,1,-0.21107200571804557
1056,-0.5,-0.5,-0.3996827914353688,-0.1262321144674086,-0.6829268292682927,-0.2527147087857848,-0.283605424600636,-0.17488551115764708,1.8009478915118502,-0.4352250671687705,-0.028359500531008157,-0.20350002199170647,0.3650348574885643,-0.49327723384628563,-0.32742488962566524,0,0,1,0.4368163211183383
2289,-1.0,-0.5,-0.6502775574940524,-0.2957074721780604,1.1869918699186992,0.17966436327739388,0.487546334514997,-0.1507119962854587,0.08218617926207161,-0.019367596625754224,-0.7177706091430155,0.6112479716276465,1.2386676373202552,0.9928064087878397,-0.1157123274880483,1,0,0,-0.21107200571804557
1671,-0.5,0.25,-0.17129262490087233,-0.2957074721780604,1.170731707317073,0.8094768015794669,-0.496097080825169,0.032889862323563335,-0.4221073473500973,-0.39315367618709723,-0.5832207886789386,-0.2863714529981255,-0.18276400024264552,-0.542164299983268,0.003977410496658227,0,0,1,0.11300716760800072
1008,-0.5,-0.25,-0.09516256938937351,0.061685214626391094,-0.6504065040650406,-0.2527147087857848,-0.2269591007884347,-0.17349509414108005,-0.31543666453245245,-0.3240305311655796,-0.5071810486835061,0.22191728443158396,0.09670965920623398,0.25090169606601564,-0.2120157870123305,0,0,1,0.33513066668331304
13,2.0,2.25,3.5019825535289453,2.2750397456279807,1.2032520325203253,-0.2527147087857848,0.07905961756763145,-0.12823606661778797,-0.41642470642784374,0.5631751454085465,3.157413071554419,0.5507256879088551,1.6597759569417132,1.6492074906554797,1.5747966324882459,0,1,0,1.9143401696441467
1264,-0.5,0.0,-0.33227597145122917,-0.2957074721780604,-1.024390243902439,0.8232971372161896,0.08899378386677906,0.27691092574799686,1.8395173439973114,-0.2238123773572349,-0.4504577074664518,-0.16509927614924028,0.2023386989386869,-0.468686048773791,0.1853115251362383,1,0,0,0.33513066668331304
525,0.0,0.25,0.28865979381443296,1.5691573926868045,0.016260162601626018,-0.2527147087857848,-0.6645546710536414,0.33603672609616453,-0.36720958146016613,0.39773780780874257,1.3763340175095775,-0.1292310966162401,0.15447452365737782,0.6108427564501241,1.04172455860192,0,1,0,-0.04658223391740003
420,0.0,0.5,-0.007930214115781126,-0.2957074721780604,0.7479674796747967,1.43928923988154,-0.2223898772377389,-0.13514952859080753,-0.4173301138541461,-0.6484256900407739,-0.4739484374229309,-0.9023950177775736,-0.15456761379501788,-0.4529718410707507,-0.8067212971849418,1,0,0,-0.04658223391740003
664,0.5,0.5,1.4528152260111022,1.1669316375198728,1.1544715447154472,-0.2527147087857848,-0.47607597984138716,0.3886546976960412,-0.26693153561511473,-0.4445851745539882,0.9191931911486291,-0.13157539860116466,0.7548987627064123,0.1582162039393385,0.43629690717940145,0,1,0,0.5656166741262438
