SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,LATITUDE,LONGITUDE,closest_greenspace_direct,closest_metro_direct
2024-05-24,Townhouse,1329 Allison St NE,Washington,DC,20017.0,838000.0,3.0,3.0,Brookland,2288.0,4410.0,1936.0,0.0,38.9450527,-76.9873252,1.3321300034336958,1.3966246810273417
2024-05-21,Townhouse,641 Irving St NW,Washington,DC,20010.0,913000.0,3.0,2.5,Columbia Heights,1512.0,2025.0,1923.0,0.0,38.929211,-77.0224306,1.0091915831457576,0.8639832418716769
2024-05-31,Townhouse,3133 Hawthorne Dr NE #3133,Washington,DC,20017.0,468000.0,2.0,2.5,Brookland,1220.0,,1981.0,490.0,38.9286906,-77.0078445,1.1236203641674467,1.2469570405299213
2024-04-19,Condo/Co-op,1625 15th St NW #6,Washington,DC,20009.0,495000.0,1.0,1.0,Old City 2,709.0,,1899.0,500.0,38.9121534,-77.0343332,0.936099282843601,0.6861514446711462
2024-05-15,Townhouse,4120 10th St NE,Washington,DC,20017.0,800000.0,4.0,2.0,Brookland,2115.0,2000.0,1937.0,0.0,38.9404013,-76.9928561,1.4083432378326568,0.7500156473347154
2024-05-29,Condo/Co-op,824 Taylor St NE #6,Washington,DC,20017.0,525000.0,2.0,2.0,Brookland,931.0,,2023.0,177.0,38.9409562,-76.9936707,1.4970692873048304,0.8001175737308864
2024-05-29,Townhouse,1624 Monroe St NW,Washington,DC,20010.0,1395000.0,4.0,2.0,Mount Pleasant,2400.0,1445.0,1910.0,0.0,38.9328108,-77.0374731,0.29076112060623877,0.6007479108386938
2024-04-24,Townhouse,735 Irving St NW,Washington,DC,20010.0,675000.0,4.0,2.0,Columbia Heights,1336.0,2430.0,1921.0,0.0,38.929232,-77.02477,0.9623348916521691,0.6644377580913193
2024-03-26,Townhouse,1835 16th St NW #2,Washington,DC,20009.0,735000.0,2.0,2.0,Old City 2,1148.0,,1920.0,483.0,38.9152573,-77.0361382,1.0376255989016268,0.628430040758693
2024-05-30,Condo/Co-op,1334 Belmont St NW #201,Washington,DC,20009.0,610000.0,2.0,2.0,Columbia Heights,914.0,,2008.0,312.0,38.920959,-77.0311286,0.4133306746002326,0.4894195760298937
2024-05-31,Townhouse,115 R St NW,Washington,DC,20001.0,987500.0,3.0,3.0,Eckington,1948.0,1850.0,1910.0,0.0,38.9127913,-77.0129082,0.5998125093315081,0.7742884540335239
2024-03-25,Single Family Residential,4205 20th St NE,Washington,DC,20018.0,724500.0,3.0,2.5,Michigan Park,2005.0,4193.0,1937.0,0.0,38.9410442,-76.9759849,0.4999141201060009,1.7871977273769832
2024-03-22,Condo/Co-op,1701 16th St NW #444,Washington,DC,20009.0,702000.0,2.0,1.0,Old City 2,943.0,,1920.0,1078.0,38.912884,-77.0358918,0.920446187862624,0.7291892518626631
2024-03-28,Condo/Co-op,1529 14th St NW #503,Washington,DC,20005.0,812000.0,2.0,2.0,Old City 2,789.0,,2006.0,719.0,38.910757,-77.0316117,0.897936302138166,0.7079739833177329
2024-05-24,Townhouse,1613 6th St NW #1,Washington,DC,20001.0,753500.0,2.0,2.0,Old City 2,965.0,,2011.0,250.0,38.9115914,-77.019637,0.15838998713642113,0.28739612542570275
2024-04-04,Townhouse,58 W St NW,Washington,DC,20001.0,1235000.0,4.0,3.5,Ledroit Park,2133.0,2844.0,1913.0,0.0,38.9190115,-77.0110373,0.5001133641570248,1.0474816832511862
2024-05-15,Condo/Co-op,2440 16th St NW #312,Washington,DC,20009.0,418500.0,1.0,1.0,Mount Pleasant,635.0,,1929.0,578.0,38.9219826,-77.0371652,0.9456643171073711,0.8137839282671044
2024-04-26,Condo/Co-op,1320 R St NW #9,Washington,DC,20009.0,1015000.0,2.0,2.0,Old City 2,1660.0,,1908.0,606.0,38.9124195,-77.0305165,0.7925525801590778,0.5044447191298173
2024-04-12,Condo/Co-op,1368 Bryant St St NE #3,Washington,DC,20018.0,415000.0,2.0,2.0,BRENTWOOD,775.0,,1941.0,223.0,38.9213038,-76.9865602,0.3446761647845146,0.8161103605578676
2024-05-16,Condo/Co-op,1038 Lamont St NW Unit 1B,Washington,DC,20010.0,535000.0,2.0,1.0,Columbia Heights,812.0,,1900.0,583.0,38.930471,-77.027636,1.095680301042099,0.4495680758075627
2024-04-12,Single Family Residential,1509 Lawrence St NE,Washington,DC,20017.0,1565000.0,4.0,3.5,Brookland,3000.0,6400.0,1927.0,0.0,38.9317526,-76.9835452,0.6636323663661182,0.9533212005474414
2024-03-28,Townhouse,2122 11th St NW #4,Washington,DC,20001.0,760000.0,2.0,2.0,Old City 2,1193.0,,2008.0,497.0,38.9186989,-77.0274014,0.23647847308594933,0.2251310923323014
2024-03-26,Townhouse,153 U St NW,Washington,DC,20001.0,950000.0,3.0,2.5,Ledroit Park,2285.0,1383.0,1906.0,0.0,38.917235,-77.0139531,0.24485705607045308,0.7337454699244447
2024-05-10,Townhouse,322 Seaton Pl NE,Washington,DC,20002.0,1050750.0,4.0,3.5,Eckington,2397.0,1541.0,1914.0,0.0,38.9150275,-77.0012078,0.3815464988002659,0.7487917643106949
2024-04-30,Townhouse,4214 12th Pl NE,Washington,DC,20017.0,930000.0,4.0,3.5,Brookland,2318.0,3328.0,1926.0,0.0,38.9414244,-76.9895276,1.2028817736059878,0.9505291882749045
2024-05-17,Townhouse,925 Upshur St NE,Washington,DC,20017.0,760000.0,3.0,2.0,Brookland,2986.0,3200.0,1930.0,0.0,38.9415995,-76.9932311,1.4923871040317347,0.8768999039428853
2024-05-10,Townhouse,1343 Shepherd St NE,Washington,DC,20017.0,835800.0,3.0,2.0,Brookland,2282.0,3135.0,1933.0,0.0,38.9394207,-76.9863364,0.8516652066234452,0.9395908856541705
2024-05-21,Townhouse,1912 8th St NW Unit D,Washington,DC,20001.0,830000.0,2.0,2.5,Old City 2,1251.0,375.0,2011.0,399.0,38.9160036,-77.0232403,0.46808637769797173,0.20994495301275667
2024-04-02,Condo/Co-op,1613 Harvard St NW #507,Washington,DC,20009.0,690000.0,2.0,1.0,Mount Pleasant,1073.0,,1923.0,975.0,38.9273108,-77.0373449,0.8371288534923893,0.3914328261798905
2024-05-31,Townhouse,1608 W W St NE,Washington,DC,20018.0,325000.0,3.0,1.5,Brentwood,1496.0,1647.0,1951.0,0.0,38.9193125,-76.9804202,0.23468604545123647,1.3559373385572797
2024-03-20,Single Family Residential,1455 Channing St NE,Washington,DC,20018.0,380000.0,3.0,1.5,Woodridge,1850.0,4934.0,1939.0,0.0,38.9233839,-76.9829602,0.333475680327379,1.161292693425035
2024-04-03,Single Family Residential,4013 South Dakota Ave NE,Washington,DC,20018.0,879000.0,4.0,2.5,Michigan Park,2412.0,4360.0,1935.0,0.0,38.9388145,-76.9790315,0.3670528451958391,1.4435881798795966
2024-04-10,Townhouse,3214 Theodore R Hagans Dr NE,Washington,DC,20018.0,680000.0,3.0,3.0,Fort Lincoln,2236.0,2530.0,2007.0,141.0,38.9231751,-76.9612832,0.18699793906385087,2.7801796250734054
2024-03-29,Townhouse,514 Irving St NW,Washington,DC,20010.0,850000.0,4.0,3.5,Columbia Heights,1736.0,1846.0,1912.0,0.0,38.9291509,-77.0201264,1.0498717156043944,0.9336317943226922
2024-04-22,Townhouse,1925 1st St NE,Washington,DC,20002.0,875000.0,3.0,3.5,Eckington,1620.0,909.0,1913.0,0.0,38.9165055,-77.0063408,0.1685367968167651,0.9884683704673666
2024-03-27,Condo/Co-op,1930 New Hampshire Ave NW #7,Washington,DC,20009.0,359000.0,1.0,1.0,Old City 2,421.0,,1915.0,337.0,38.9163682,-77.0375398,1.0784469422663787,0.7266327184076381
2024-03-11,Townhouse,2103 1st St NW,Washington,DC,20001.0,1799999.0,6.0,4.5,Ledroit Park,3564.0,1800.0,1910.0,0.0,38.9182987,-77.0117934,0.4218070208233259,0.953104778178867
2024-03-28,Townhouse,1402 Swann St NW #3,Washington,DC,20009.0,835000.0,2.0,2.0,Old City 2,1006.0,,1900.0,358.0,38.9147424,-77.0327397,0.8591286027864576,0.3870247220829241
2024-05-16,Townhouse,3640 13th St NW,Washington,DC,20010.0,675000.0,3.0,,Columbia Heights,1970.0,2125.0,1908.0,0.0,38.9357693,-77.0300089,0.8726793211766097,0.4800559892881531
2024-04-19,Condo/Co-op,1451 Belmont St NW #118,Washington,DC,20009.0,727500.0,2.0,2.0,Columbia Heights,1000.0,,2006.0,648.0,38.9207004,-77.0336877,0.6334565726438898,0.5816463932917659
2024-05-15,Townhouse,4009 12th St NE,Washington,DC,20017.0,555000.0,2.0,2.0,Brookland,1267.0,1695.0,1950.0,0.0,38.9387418,-76.9900697,1.118791781305842,0.6685895450877052
2024-05-30,Townhouse,148 R St NE,Washington,DC,20002.0,1100000.0,3.0,3.5,Eckington,2400.0,1500.0,1907.0,0.0,38.9128337,-77.0047273,0.28970495602661717,0.6291353644169547
2024-05-08,Townhouse,1431 Clifton St NW #6,Washington,DC,20009.0,417000.0,1.0,1.0,Columbia Heights,660.0,,1905.0,193.0,38.9228669,-77.033285,0.646651252690593,0.633540179110362
2024-04-12,Townhouse,735 Gresham Pl NW,Washington,DC,20001.0,699000.0,4.0,2.5,Columbia Heights,1384.0,1375.0,1910.0,0.0,38.9266705,-77.0240669,0.6965473494848277,0.7667942525525776
2024-04-18,Condo/Co-op,705 Taylor St NW Unit B,Washington,DC,20011.0,799900.0,3.0,3.5,PETWORTH,1756.0,,2023.0,224.0,38.9410862,-77.0218345,1.7290421731992478,0.49853850606087646
2024-03-26,Condo/Co-op,1803 1/2 Monroe St NE #101,Washington,DC,20018.0,590000.0,4.0,2.0,Woodridge,1087.0,,2022.0,329.0,38.9328201,-76.9791944,0.3401966681298743,1.311630836171048
2024-05-03,Condo/Co-op,1390 Kenyon St NW #414,Washington,DC,20010.0,595000.0,2.0,2.0,Columbia Heights,1048.0,,2007.0,977.0,38.9294893,-77.032344,0.8679052233275734,0.0626503962609226
2024-04-24,Townhouse,58 Q St NE,Washington,DC,20002.0,1225000.0,5.0,3.5,Eckington,2988.0,1575.0,1900.0,0.0,38.9113244,-77.0068501,0.40954329697082914,0.546412095662866
2024-04-12,Condo/Co-op,2829 13th St NW #1,Washington,DC,20009.0,575000.0,2.0,2.0,Columbia Heights,1336.0,,1957.0,209.0,38.92657,-77.029403,0.7070232234133519,0.3649202398610866
2024-03-12,Townhouse,100 V St NE,Washington,DC,20002.0,1350000.0,4.0,3.5,Brookland,2898.0,2855.0,1912.0,0.0,38.9183329,-77.0066323,0.37043581785892304,0.9403677315106697
2024-03-14,Townhouse,442 Manor Pl NW,Washington,DC,20010.0,870000.0,3.0,2.0,Columbia Heights,1920.0,2750.0,1907.0,0.0,38.9331901,-77.0200086,1.486534156780906,0.5503492873898257
2024-05-15,Townhouse,443 Randolph St NW,Washington,DC,20011.0,750000.0,3.0,2.5,Petworth,1918.0,1600.0,1914.0,0.0,38.9390599,-77.0185281,1.9215786624887754,0.5380071958222659
2024-05-30,Single Family Residential,2204 S St NE,Washington,DC,20002.0,807000.0,3.0,2.0,Woodridge,1745.0,4800.0,1937.0,0.0,38.9142883,-76.9738247,0.22130761438342206,2.047539253701026
2024-04-15,Townhouse,121 T St NW #1,Washington,DC,20001.0,745000.0,3.0,3.0,Ledroit Park,2027.0,,1897.0,275.0,38.9157658,-77.0131181,0.3876557259580934,0.7545989979978868
2024-04-12,Condo/Co-op,2829 13th St NW #2,Washington,DC,20009.0,850000.0,3.0,2.0,Columbia Heights,1610.0,,1957.0,267.0,38.92657,-77.029403,0.7070232234133519,0.3649202398610866
2024-05-31,Condo/Co-op,1014 Park Rd NW Unit A,Washington,DC,20010.0,789900.0,3.0,3.0,Columbia Heights,1736.0,,1922.0,258.0,38.9318481,-77.0274144,1.1275494566834943,0.5424957497634229
2024-03-29,Townhouse,1362 Newton St NW,Washington,DC,20010.0,1400000.0,4.0,3.5,Columbia Heights,2300.0,1901.0,1908.0,0.0,38.9323167,-77.0319493,0.7376402770424538,0.37887239973188513
2024-06-03,Townhouse,1439 Newton St NE,Washington,DC,20017.0,829000.0,3.0,3.0,Brookland,2167.0,3025.0,1926.0,0.0,38.9336501,-76.9850752,0.6718333813383589,0.8008582664028169
2024-03-18,Townhouse,1639 4th St NW,Washington,DC,20001.0,1200000.0,3.0,2.5,Old City 2,1632.0,1551.0,1900.0,0.0,38.9121963,-77.0159554,0.4686103195543206,0.5349487487301727
2024-05-10,Townhouse,1448 T St NW,Washington,DC,20009.0,980000.0,3.0,1.0,Old City 2,1194.0,1517.0,1870.0,0.0,38.9153683,-77.0338114,0.8729833294472408,0.4339154611159847
2024-04-22,Condo/Co-op,1323 Clifton St NW #33,Washington,DC,20009.0,740000.0,2.0,2.0,Columbia Heights,1066.0,,1918.0,689.0,38.9225946,-77.0309562,0.451283717069303,0.659300235036155
2024-05-20,Townhouse,615 Irving St NW #2,Washington,DC,20010.0,930000.0,4.0,3.0,PARK VIEW,2464.0,,1911.0,263.0,38.9292689,-77.0216095,1.0412229423664927,0.8761037397334727
2024-04-24,Townhouse,44 Seaton Pl NW,Washington,DC,20001.0,850000.0,4.0,4.0,Eckington,2580.0,1500.0,1895.0,0.0,38.9146469,-77.0106661,0.3553485389622905,0.9528955123930392
2024-03-08,Condo/Co-op,3128 Sherman Ave NW #1,Washington,DC,20010.0,120000.0,1.0,1.0,Columbia Heights,610.0,,1955.0,627.0,38.9295105,-77.0266029,0.9835665747595034,0.50913924502466
2024-04-30,Condo/Co-op,2000 16th St NW #508,Washington,DC,20009.0,465000.0,1.0,1.0,Old City 2,620.0,,1900.0,462.0,38.9172494,-77.0368866,0.9863549834175713,0.669893321339482
2024-05-17,Single Family Residential,3905 17th Pl NE,Washington,DC,20018.0,865000.0,4.0,3.5,Brookland,1800.0,3440.0,1944.0,0.0,38.9374287,-76.9805957,0.31436015724122357,1.2621928689425437
2024-05-13,Condo/Co-op,1300 Taylor St NW #101,Washington,DC,20011.0,582000.0,2.0,2.0,Columbia Heights,1126.0,,1925.0,678.0,38.9406113,-77.0301127,1.0753029236107003,0.6065232129445529
2024-03-15,Townhouse,70 Q St NW #1,Washington,DC,20001.0,1155000.0,3.0,3.5,Old City 2,2050.0,,2023.0,339.0,38.9109261,-77.0116438,0.6300831564212503,0.8322022358114136
2024-05-10,Townhouse,1552 8th St NW Unit ONE,Washington,DC,20001.0,740000.0,3.0,3.5,SHAW,1578.0,,1900.0,355.0,38.9107852,-77.0232178,0.21332978707210076,0.22748538240499497
2024-04-24,Townhouse,3005 11th St NW,Washington,DC,20001.0,1110000.0,4.0,3.5,Columbia Heights,2646.0,1334.0,1907.0,0.0,38.9279637,-77.0270779,0.8136925038242606,0.4762665365946651
2024-04-26,Townhouse,1836 8th St NW,Washington,DC,20001.0,725000.0,3.0,1.5,Old City 2,1382.0,1058.0,1910.0,0.0,38.914978,-77.0232178,0.36237473876708476,0.1399988070720109
2024-05-23,Townhouse,1312 Shepherd St NW,Washington,DC,20011.0,1150000.0,4.0,3.5,Columbia Heights,2704.0,2655.0,1923.0,0.0,38.9395114,-77.0303761,0.9966131238380016,0.5566866641581304
2024-05-03,Condo/Co-op,2125 14th St NW #623,Washington,DC,20009.0,538000.0,1.0,2.0,Old City 2,862.0,,2007.0,751.0,38.9189612,-77.03151,0.48378832126035703,0.31194726735348366
2024-03-18,Townhouse,70 Q St NW #2,Washington,DC,20001.0,890000.0,3.0,3.5,Old City 2,1900.0,,2023.0,339.0,38.9109261,-77.0116438,0.6300831564212503,0.8322022358114136
2024-03-20,Single Family Residential,2611 Otis St NE,Washington,DC,20018.0,949000.0,5.0,3.5,Woodridge,2201.0,5293.0,1932.0,0.0,38.9348542,-76.9695198,0.5300235752578113,2.1513585625921703
2024-05-10,Condo/Co-op,1644 Park Rd NW Unit C,Washington,DC,20010.0,870000.0,2.0,2.5,Mount Pleasant,1130.0,,1907.0,126.0,38.931966,-77.037696,0.3490492799495122,0.5445075326075294
2024-03-18,Single Family Residential,1814 Kearny St NE,Washington,DC,20018.0,560000.0,3.0,2.0,Woodridge,1456.0,6350.0,1920.0,0.0,38.9313098,-76.978063,0.4852163077924195,1.4283803593120914
2024-03-28,Townhouse,2903 Chancellors Way NE,Washington,DC,20017.0,879000.0,3.0,3.5,Brookland,1908.0,856.0,2013.0,187.0,38.9271286,-76.9982707,0.4257459204264623,0.7290730584437334
2024-04-29,Townhouse,3103 Chancellors Way NE,Washington,DC,20017.0,852000.0,3.0,3.5,Brookland,1674.0,776.0,2011.0,185.0,38.9289653,-76.9976632,0.6133989766319288,0.5441721263625753
2024-03-29,Condo/Co-op,4001 7th St NE #6,Washington,DC,20017.0,460000.0,2.0,1.5,Brookland,753.0,,1939.0,180.0,38.9395163,-76.9951041,1.5451180055721938,0.6312461302416658
2024-05-31,Condo/Co-op,1412 Chapin St NW #306,Washington,DC,20009.0,653000.0,2.0,2.0,Columbia Heights,751.0,,2015.0,588.0,38.9215183,-77.0326986,0.5559914652242762,0.6042685299567984
2024-05-21,Condo/Co-op,1300 Belmont St NW #201,Washington,DC,20009.0,494000.0,2.0,1.0,Columbia Heights,732.0,,1920.0,372.0,38.9209012,-77.0298461,0.3022268284898662,0.4563263948701704
2024-05-09,Townhouse,826 Otis Pl NW,Washington,DC,20010.0,870000.0,4.0,2.5,Columbia Heights,1716.0,1254.0,1910.0,0.0,38.9339295,-77.0251815,1.2816276074062298,0.3220871281084538
2024-04-22,Townhouse,332 Allison St NW,Washington,DC,20011.0,633000.0,3.0,2.0,Petworth,2251.0,2850.0,1929.0,0.0,38.9451105,-77.0169759,2.309737108989399,1.0963493558375634
2024-05-30,Single Family Residential,2810 18th St NE,Washington,DC,20018.0,1199900.0,4.0,3.5,Woodridge,2406.0,4967.0,1941.0,0.0,38.9259583,-76.979296,0.662120059595406,1.5452678978084453
2024-04-12,Condo/Co-op,1450 Church St NW #201,Washington,DC,20005.0,750000.0,2.0,2.0,Old City 2,1138.0,,2008.0,615.0,38.9102502,-77.0336673,0.83646806704595,0.8291882684992978
2024-05-09,Townhouse,513 Irving St NW,Washington,DC,20010.0,575000.0,3.0,2.5,Columbia Heights,1719.0,1656.0,1925.0,0.0,38.9294829,-77.0201114,1.0852611672422015,0.9000078362115017
2024-03-14,Single Family Residential,1009 Rhode Island Ave NE #4,Washington,DC,20018.0,509900.0,2.0,2.0,BRENTWOOD,834.0,,2023.0,164.0,38.9225626,-76.9910215,0.2581729297430563,0.47015762537164907
2024-05-20,Condo/Co-op,86 Webster St NE #102,Washington,DC,20011.0,157000.0,1.0,1.0,Brookland,364.0,,1942.0,283.0,38.9447802,-77.0062233,2.4498092243773217,0.8318470075268308
2024-04-01,Condo/Co-op,4001 7th St NE #4,Washington,DC,20017.0,425000.0,2.0,1.5,Brookland,775.0,,1939.0,180.0,38.9395163,-76.9951041,1.5451180055721938,0.6312461302416658
2024-04-09,Condo/Co-op,646 Newton Pl NW #301,Washington,DC,20010.0,775000.0,2.0,2.0,Columbia Heights,1120.0,,1972.0,434.0,38.9337432,-77.0232292,1.4514151189558224,0.3596918633274196
2024-05-20,Townhouse,2103 12th Pl NW,Washington,DC,20009.0,978000.0,3.0,3.5,Old City 2,1555.0,656.0,2001.0,121.0,38.9184462,-77.0287291,0.3206079507680585,0.18291766074782825
2024-04-12,Condo/Co-op,2031 13th St NW #2,Washington,DC,20009.0,449500.0,1.0,1.5,Old City 2,582.0,,1920.0,257.0,38.9178911,-77.0293132,0.4003784449294341,0.11848891755689121
2024-04-24,Condo/Co-op,1495 Newton St NW #203,Washington,DC,20010.0,335000.0,2.0,1.0,Columbia Heights,702.0,,1910.0,375.0,38.9330899,-77.0351249,0.4502149454085066,0.5174304355108995
2024-04-08,Condo/Co-op,15 Grant Cir NW #3,Washington,DC,20011.0,1040000.0,3.0,3.5,Petworth,2216.0,,1919.0,331.0,38.9435322,-77.0184179,2.1149855125911166,0.8810922803559172
2024-05-10,Townhouse,1339 Irving St NW Unit TH,Washington,DC,20010.0,975000.0,3.0,3.0,Columbia Heights,2452.0,,1900.0,416.0,38.9288809,-77.0311092,0.9932298788062931,0.11538044972542244
2024-05-17,Townhouse,728 Newton Pl NW,Washington,DC,20010.0,750000.0,4.0,2.0,Columbia Heights,2104.0,1500.0,1913.0,0.0,38.9334229,-77.0247473,1.323303223266547,0.3748635201394466
2024-05-06,Townhouse,618 Quebec Pl NW #2,Washington,DC,20010.0,840000.0,3.0,3.0,PARK VIEW,2074.0,,2023.0,266.0,38.9363564,-77.0198436,1.7528834743292736,0.37826023991668856
2024-04-10,Townhouse,2718 4th St NE #1,Washington,DC,20002.0,795000.0,4.0,4.5,BROOKLAND,2259.0,,2023.0,325.0,38.925158,-77.000904,0.40773638957071495,0.643891772931456
2024-05-20,Condo/Co-op,3528 13th St NW #2,Washington,DC,20010.0,975000.0,2.0,3.0,Columbia Heights,2180.0,,1902.0,200.0,38.9331293,-77.0300039,0.8770837648291566,0.5122377332409568
2024-04-19,Condo/Co-op,1390 V St NW #212,Washington,DC,20009.0,510000.0,1.0,1.5,Old City 2,822.0,,2005.0,555.0,38.9179539,-77.0315043,0.537262282941292,0.23795070186223036
2024-05-13,Single Family Residential,1310 Kearny St NE,Washington,DC,20017.0,535000.0,4.0,2.0,Brookland,2326.0,5000.0,1915.0,0.0,38.9309367,-76.9881745,0.6383260201761711,0.6046765338755652
2024-04-26,Single Family Residential,2911 17th St NE,Washington,DC,20018.0,850000.0,5.0,3.5,Brookland,2883.0,3500.0,1923.0,0.0,38.9276289,-76.9804032,0.780682816769812,1.370909519724719
2024-04-18,Townhouse,24 Quincy Pl NW,Washington,DC,20001.0,700500.0,4.0,2.0,Eckington,1432.0,1369.0,1907.0,0.0,38.9116708,-77.0099556,0.4714463483449287,0.7582670398915935
2024-03-08,Single Family Residential,1009 Rhode Island Ave NE #8,Washington,DC,20018.0,550000.0,2.0,1.0,BRENTWOOD,1005.0,,2023.0,224.0,38.9225626,-76.9910215,0.2581729297430563,0.47015762537164907
2024-05-20,Condo/Co-op,2331 15th St NW Ph -01N,Washington,DC,20009.0,1225000.0,2.0,2.5,Columbia Heights,1530.0,,1935.0,757.0,38.9213117,-77.0349523,0.7462959352533265,0.7064317219795618
2024-03-29,Townhouse,535 Gresham Pl NW,Washington,DC,20001.0,749000.0,3.0,2.0,Columbia Heights,1620.0,1105.0,1913.0,0.0,38.9270438,-77.0215308,0.8232300420502274,0.9668510915914191
2024-04-26,Condo/Co-op,4001 7th St NE #3,Washington,DC,20017.0,414405.0,2.0,1.5,Brookland,775.0,,1939.0,180.0,38.9395163,-76.9951041,1.5451180055721938,0.6312461302416658
2024-05-31,Condo/Co-op,1615 Q St NW #609,Washington,DC,20009.0,270000.0,0.0,1.0,Old City 2,405.0,,1895.0,320.0,38.9112851,-77.0374219,0.6997880475886816,0.5581508164316382
2024-04-19,Condo/Co-op,3420 16th St NW #206,Washington,DC,20010.0,410000.0,1.0,1.0,Mount Pleasant,835.0,,1918.0,580.0,38.933747,-77.036903,0.2806732344385215,0.6593517286744154
2024-05-16,Townhouse,2119 12th Pl NW,Washington,DC,20009.0,1060000.0,3.0,2.5,Old City 2,1550.0,738.0,2001.0,129.0,38.9186299,-77.0285086,0.2927133453162474,0.20548630812702087
2024-05-23,Condo/Co-op,824 Taylor St NE #2,Washington,DC,20017.0,384900.0,2.0,2.0,Brookland,931.0,,2023.0,162.0,38.9409562,-76.9936707,1.4970692873048304,0.8001175737308864
2024-04-10,Single Family Residential,1818 Bunker Hill Rd NE,Washington,DC,20018.0,865000.0,4.0,3.0,Michigan Park,2165.0,5118.0,1957.0,0.0,38.9411616,-76.9790839,0.621737657014747,1.559819764570046
2024-03-14,Townhouse,64 Allison St NE,Washington,DC,20011.0,435000.0,3.0,3.5,Brookland,1584.0,1926.0,1940.0,0.0,38.9467926,-77.0069254,2.6737083071512227,0.6610216025232412
2024-05-13,Townhouse,1316 Shepherd St NW,Washington,DC,20011.0,875000.0,4.0,2.0,Columbia Heights,1948.0,2550.0,1923.0,0.0,38.9395839,-77.0305079,0.9916575428579727,0.5705511656334964
2024-05-31,Townhouse,2709 6th St NE,Washington,DC,20017.0,715200.0,3.0,2.0,Brookland,1320.0,2084.0,1925.0,0.0,38.9248346,-76.9982004,0.19715384959631124,0.48618442399739586
2024-03-18,Townhouse,2244 12th Pl NW,Washington,DC,20009.0,772500.0,3.0,1.5,Old City 2,1136.0,882.0,1900.0,0.0,38.920166,-77.0289929,0.23401990660059896,0.3710131119916569
2024-03-21,Condo/Co-op,1421 Chapin St NW #1,Washington,DC,20009.0,649900.0,2.0,2.0,Columbia Heights,1065.0,,1900.0,433.0,38.921773,-77.033025,0.5890903199497919,0.6430662421787855
2024-05-10,Townhouse,35 Todd Pl NE #1,Washington,DC,20002.0,590000.0,2.0,2.5,Eckington,1379.0,,1905.0,250.0,38.9161177,-77.0077413,0.15943468176418857,1.0555932038620148
2024-04-15,Townhouse,2113 12th St NW #4,Washington,DC,20009.0,1015000.0,2.0,2.5,Old City 2,1335.0,,1913.0,420.0,38.9185707,-77.0278559,0.26637864885199863,0.2156871534983067
2024-04-16,Condo/Co-op,1002 Rhode Island Ave NE #5,Washington,DC,20018.0,530000.0,2.0,2.0,BROOKLAND,852.0,,2024.0,209.0,38.9228062,-76.99205,0.2281774797543983,0.4049235402101417
2024-05-01,Townhouse,111 R St NW,Washington,DC,20001.0,735000.0,3.0,1.0,ECKINGTON,1328.0,1850.0,1910.0,0.0,38.9127761,-77.0127732,0.5898845647109531,0.7860671113553195
2024-03-08,Townhouse,1431 Clifton St NW #5,Washington,DC,20009.0,449900.0,1.0,1.0,Columbia Heights,660.0,,1905.0,193.0,38.9228669,-77.033285,0.646651252690593,0.633540179110362
2024-05-09,Condo/Co-op,1419 Clifton St NW #102,Washington,DC,20009.0,710000.0,2.0,2.0,Columbia Heights,1083.0,,1909.0,608.0,38.9228967,-77.0327581,0.6060500828396637,0.6286409998855755
2024-03-07,Single Family Residential,4207 12th St NE,Washington,DC,20017.0,510000.0,3.0,2.0,Brookland,1656.0,4010.0,1921.0,0.0,38.9411728,-76.9900149,1.224542969641014,0.9071009504905096
2024-04-03,Condo/Co-op,1464 Harvard St NW #5,Washington,DC,20009.0,510000.0,1.0,1.0,Columbia Heights,680.0,,2005.0,361.0,38.9262656,-77.034576,0.9444727206871593,0.28750337015455774
2024-04-08,Townhouse,19 Girard St NE,Washington,DC,20002.0,550000.0,3.0,1.0,Brookland,2000.0,1500.0,1916.0,0.0,38.9257867,-77.007798,0.9931517840583234,1.1624863844895228
2024-05-11,Condo/Co-op,1002 Rhode Island Ave NE #8,Washington,DC,20018.0,560000.0,2.0,2.0,BROOKLAND,,,2024.0,209.0,38.9228062,-76.99205,0.2281774797543983,0.4049235402101417
2024-05-07,Townhouse,247 Rock Creek Church Rd NW,Washington,DC,20011.0,975000.0,4.0,3.5,Petworth,2180.0,1156.0,1919.0,0.0,38.9406536,-77.0149495,2.2683688329377234,0.8940481231394003
2024-05-02,Condo/Co-op,1457 Park Rd NW #310,Washington,DC,20010.0,285000.0,1.0,1.0,Columbia Heights,636.0,,1928.0,459.0,38.9312034,-77.0346324,0.5938386380446591,0.31585123708562984
2024-04-09,Condo/Co-op,1415 Girard St NW #306,Washington,DC,20009.0,225000.0,1.0,1.0,Columbia Heights,518.0,,1929.0,472.0,38.9257322,-77.0333054,0.8231909128318982,0.3167882911590174
2024-05-03,Condo/Co-op,2750 14th St NW #606,Washington,DC,20009.0,444900.0,1.0,1.0,Columbia Heights,693.0,,2006.0,522.0,38.9252777,-77.0326532,0.7474686835501616,0.3640187632281003
