SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-12-2024,Townhouse,89 49th St SE,Washington,DC,20019,522000,3,2.5,Marshall Heights,,1857,2023,,,,Sold,,,https://www.redfin.com/DC/Washington/89-49th-St-SE-20019/home/179435329,BRIGHT MLS,DCDC2131284,N,Y,38.888532,-76.932569
PAST SALE,April-11-2024,Single Family Residential,3309 22nd St NE,Washington,DC,20020,450000,2,2.0,Woodridge,1647,4600,1909,,273,,Sold,,,https://www.redfin.com/DC/Washington/3309-22nd-St-SE-20020/home/10161917,BRIGHT MLS,DCDC2130756,N,Y,38.8497628,-76.9744264
PAST SALE,,Townhouse,1409 S Capitol St SW,Washington,DC,20003,684160,2,1.5,,1292,1151,1914,,530,,,,,https://www.redfin.com/DC/Washington/1409-S-Capitol-St-SW-20003/home/9889600,,,N,Y,38.8725433,-77.009384
PAST SALE,March-7-2024,Condo/Co-op,1025 1st SE #1405,Washington,DC,20003,825000,2,2.0,Old City 1,1188,,2009,,694,779,Sold,,,https://www.redfin.com/DC/Washington/1025-1st-St-SE-20003/unit-1405/home/39900698,BRIGHT MLS,DCDC2139352,N,Y,38.8776645,-77.0061079
PAST SALE,May-30-2024,Single Family Residential,3819 Suitland Rd SE,Washington,DC,20020,600000,3,2.5,Hillcrest,2192,28048,1944,,274,,Sold,,,https://www.redfin.com/DC/Washington/3819-Suitland-Rd-SE-20020/home/10155675,BRIGHT MLS,DCDC2134348,N,Y,38.8614926,-76.9516358
PAST SALE,May-28-2024,Single Family Residential,1608 22nd St SE,Washington,DC,20020,335000,4,1.0,Randle Heights,1330,3125,1912,,252,,Sold,,,https://www.redfin.com/DC/Washington/1608-22nd-St-SE-20020/home/10148289,BRIGHT MLS,DCDC2144006,N,Y,38.8703323,-76.9747698
PAST SALE,,Condo/Co-op,3009 Southern Ave #11,Temple Hills,MD,20748,75000,,,,592,,2000,,127,,,,,https://www.redfin.com/MD/Temple-Hills/3009-Southern-Ave-20748/unit-11/home/11120929,,,N,Y,38.8509266,-76.9624632
PAST SALE,April-19-2024,Single Family Residential,3616 Bangor St SE,Washington,DC,20020,889900,3,1.5,Hillcrest,1640,8250,1948,,543,,Sold,,,https://www.redfin.com/DC/Washington/3616-Bangor-St-SE-20020/home/10155399,BRIGHT MLS,DCDC2137688,N,Y,38.8606807,-76.9554454
PAST SALE,,Townhouse,216 S Carolina Ave SE,Washington,DC,20003,2000000,4,3.5,,2320,2618,1913,,862,,,,,https://www.redfin.com/DC/Washington/216-S-Carolina-Ave-SE-20003/home/9892033,,,N,Y,38.8824723,-77.0028284
PAST SALE,,Multi-Family (2-4 Unit),1219 Carrollsburg Pl SW Unit B,Washington,DC,20024,612500,3,2.0,,1740,1388,1909,,352,,,,,https://www.redfin.com/DC/Washington/1219-Carrollsburg-Pl-SW-20024/unit-B/home/9889274,,,N,Y,38.8758508,-77.0101021
PAST SALE,,Condo/Co-op,1025 1st St SE #1304,Washington,DC,20003,535000,1,1.0,,821,,2009,,652,,,,,https://www.redfin.com/DC/Washington/1025-1st-St-SE-20003/unit-1304/home/22110790,,,N,Y,38.8776645,-77.0061079
PAST SALE,,Single Family Residential,3842 Halley Ter SE,Washington,DC,20032,333616,4,3.0,,1332,3185,1951,,250,,,,,https://www.redfin.com/DC/Washington/3842-Halley-Ter-SE-20032/home/10167605,,,N,Y,38.8337612,-77.0068999
PAST SALE,March-14-2024,Townhouse,101 49th SE,Washington,DC,20019,527000,3,2.5,Marshall Heights,,2273,2023,,,,Sold,,,https://www.redfin.com/DC/Washington/101-49th-St-SE-20019/home/179435334,BRIGHT MLS,DCDC2131280,N,Y,38.888167,-76.932731
PAST SALE,April-8-2024,Townhouse,211 6th St SE,Washington,DC,20003,1550000,3,3.5,Capitol Hill,2367,1640,1908,,655,,Sold,,,https://www.redfin.com/DC/Washington/211-6th-St-SE-20003/home/9897406,BRIGHT MLS,DCDC2129478,N,Y,38.8872051,-76.9987094
PAST SALE,,Single Family Residential,3339 Martin Luther King Jr Ave SE,Washington,DC,20032,700000,4,3.5,,,3283,2023,,,,,,,https://www.redfin.com/DC/Washington/3339-Martin-Luther-King-Jr-Ave-SE-20032/home/28934074,,,N,Y,38.8423985,-77.0033437
PAST SALE,April-8-2024,Condo/Co-op,1211 Van St SE Ph -13A,Washington,DC,20003,1570000,3,2.5,CAPITOL RIVERFRONT,1691,,2020,,928,1245,Sold,,,https://www.redfin.com/DC/Washington/1211-Van-St-SE-20003/unit-13A/home/177091979,BRIGHT MLS,DCDC2134142,N,Y,38.87628,-77.0085016
PAST SALE,,Single Family Residential,48 53rd Pl SE,Washington,DC,20019,245000,2,1.0,,912,4125,1925,,269,,,,,https://www.redfin.com/DC/Washington/48-53rd-Pl-SE-20019/home/10132718,,,N,Y,38.8881532,-76.9243255
PAST SALE,March-8-2024,Townhouse,114 Duddington Pl SE,Washington,DC,20003,960000,2,2.5,Capitol Hill,1260,891,1907,,762,,Sold,,,https://www.redfin.com/DC/Washington/114-Duddington-Pl-SE-20003/home/9890584,BRIGHT MLS,DCDC2125922,N,Y,38.8827683,-77.0052784
PAST SALE,April-26-2024,Townhouse,717 Kentucky Ave SE,Washington,DC,20003,961000,3,2.5,Old City 1,1580,1122,1912,,608,,Sold,,,https://www.redfin.com/DC/Washington/717-Kentucky-Ave-SE-20003/home/9919413,BRIGHT MLS,DCDC2134704,N,Y,38.8806429,-76.9829752
PAST SALE,April-23-2024,Single Family Residential,4437 Alabama Ave SE,Washington,DC,20019,506750,2,2.0,Fort Dupont Park,1555,5922,1935,,326,,Sold,,,https://www.redfin.com/DC/Washington/4437-Alabama-Ave-SE-20019/home/10137167,BRIGHT MLS,DCDC2133280,N,Y,38.8754846,-76.9366008
PAST SALE,April-29-2024,Condo/Co-op,245 15th St SE #104,Washington,DC,20003,645000,2,2.0,Old City 1,1022,,2008,,631,724,Sold,,,https://www.redfin.com/DC/Washington/245-15th-St-SE-20003/unit-104/home/23064096,BRIGHT MLS,DCDC2132450,N,Y,38.8858056,-76.9838725
PAST SALE,March-15-2024,Single Family Residential,161 Danbury St SW,Washington,DC,20032,295000,2,2.5,Congress Heights,1268,560,2006,,233,160,Sold,,,https://www.redfin.com/DC/Washington/161-Danbury-St-SW-20032/home/21647351,BRIGHT MLS,DCDC2131496,N,Y,38.8279474,-77.0117253
PAST SALE,March-15-2024,Townhouse,321 E St SE,Washington,DC,20003,1350000,3,2.0,Capitol Hill,2214,1074,1909,,610,,Sold,,,https://www.redfin.com/DC/Washington/321-E-St-SE-20003/home/9894413,BRIGHT MLS,DCDC2129696,N,Y,38.8830511,-77.0013152
PAST SALE,March-22-2024,Condo/Co-op,300 M St SW Unit N613,Washington,DC,20024,249000,0,1.0,R. L. A. SW,464,,1967,,537,535,Sold,,,https://www.redfin.com/DC/Washington/300-M-St-SW-20024/unit-N613/home/9886760,BRIGHT MLS,DCDC2125568,N,Y,38.8759398,-77.0164585
PAST SALE,May-3-2024,Townhouse,604 E SE,Washington,DC,20003,875000,2,1.5,Capitol Hill,1344,634,1900,,651,,Sold,,,https://www.redfin.com/DC/Washington/604-E-St-SE-20003/home/9900419,BRIGHT MLS,DCDC2134326,N,Y,38.8829159,-76.9981357
PAST SALE,June-3-2024,Townhouse,719 North Carolina Ave SE,Washington,DC,20003,1620000,3,2.5,Capitol Hill,2040,2339,1900,,794,,Sold,,,https://www.redfin.com/DC/Washington/719-N-Carolina-Ave-SE-20003/home/9901835,BRIGHT MLS,DCDC2139616,N,Y,38.8874314,-76.9953797
PAST SALE,April-2-2024,Condo/Co-op,530 N St SW Unit S907,Washington,DC,20024,750000,1,1.0,SW WATERFRONT,1165,,1966,,644,1920,Sold,,,https://www.redfin.com/DC/Washington/530-N-St-SW-20024/unit-S-907/home/54577194,BRIGHT MLS,DCDC2122544,N,Y,38.8740144,-77.0184717
PAST SALE,March-29-2024,Vacant Land,1239 Talbert St SE,Washington,DC,20020,200000,,,Barry Farms,,19468,,,,,Sold,,,https://www.redfin.com/DC/Washington/1239-Talbert-St-SE-20020/home/143750916,BRIGHT MLS,DCDC2130660,N,Y,38.861714,-76.991663
PAST SALE,April-1-2024,Townhouse,1539 A St SE,Washington,DC,20003,700000,2,1.5,Old City 1,1148,645,1885,,610,,Sold,,,https://www.redfin.com/DC/Washington/1539-A-St-SE-20003/home/9918746,BRIGHT MLS,DCDC2127262,N,Y,38.8884865,-76.9824203
PAST SALE,May-10-2024,Townhouse,1346 K St SE,Washington,DC,20003,560000,3,1.0,Old City 1,1400,1752,1926,,400,,Sold,,,https://www.redfin.com/DC/Washington/1346-K-St-SE-20003/home/9915302,BRIGHT MLS,DCDC2138150,N,Y,38.8785664,-76.9868844
PAST SALE,April-9-2024,Townhouse,2246 Southern Ave SE,Washington,DC,20020,425000,4,2.0,Randle Heights,1408,3094,1947,,302,,Sold,,,https://www.redfin.com/DC/Washington/2246-Southern-Ave-SE-20020/home/10162181,BRIGHT MLS,DCDC2131446,N,Y,38.8448594,-76.9713157
PAST SALE,May-3-2024,Townhouse,326 L St SE,Washington,DC,20003,1350000,4,3.5,Old City 1,2250,918,2012,,600,99,Sold,,,https://www.redfin.com/DC/Washington/326-L-St-SE-20003/home/45504787,BRIGHT MLS,DCDC2131062,N,Y,38.8776621,-77.0011298
PAST SALE,May-27-2024,Townhouse,708 G St SE,Washington,DC,20003,899000,3,2.5,Capitol Hill,1920,1269,1900,,468,,Sold,,,https://www.redfin.com/DC/Washington/708-G-St-SE-20003/home/9901892,BRIGHT MLS,DCDC2138464,N,Y,38.881516,-76.995693
PAST SALE,April-12-2024,Townhouse,1902 Ridge Pl SE,Washington,DC,20020,590000,4,3.5,Randle Heights,1650,2606,1941,,358,,Sold,,,https://www.redfin.com/DC/Washington/1902-Ridge-Pl-SE-20020/home/10150696,BRIGHT MLS,DCDC2132862,N,Y,38.8690169,-76.9770637
PAST SALE,May-31-2024,Townhouse,517 10th St SE,Washington,DC,20003,1250000,2,2.5,Capitol Hill,1472,1607,1906,,849,,Sold,,,https://www.redfin.com/DC/Washington/517-10th-St-SE-20003/home/9905469,BRIGHT MLS,DCDC2134356,N,Y,38.8821186,-76.9928487
PAST SALE,May-28-2024,Townhouse,413 18th St SE,Washington,DC,20003,670000,3,1.5,Old City 1,1240,1792,1925,,540,,Sold,,,https://www.redfin.com/DC/Washington/413-18th-St-SE-20003/home/9921907,BRIGHT MLS,DCDC2132898,N,Y,38.8835597,-76.979204
PAST SALE,April-5-2024,Condo/Co-op,501 Slaters Ln #405,Alexandria,VA,22314,500000,1,1.0,MARINA TOWERS,840,,1970,,595,689,Sold,,,https://www.redfin.com/VA/Alexandria/501-Slaters-Ln-22314/unit-405/home/11864785,BRIGHT MLS,VAAX2031844,N,Y,38.822431,-77.0414759
PAST SALE,April-23-2024,Townhouse,418 10th St SE,Washington,DC,20003,1036000,4,2.5,Capitol Hill,2217,942,1900,,467,,Sold,,,https://www.redfin.com/DC/Washington/418-10th-St-SE-20003/home/143407236,BRIGHT MLS,DCDC2134042,N,Y,38.8835354,-76.9924212
PAST SALE,May-16-2024,Condo/Co-op,1201 N Royal St #207,Alexandria,VA,22314,1507500,2,2.0,OLD TOWN ALEXANDRIA,1581,,2022,,954,1466,Sold,,,https://www.redfin.com/VA/Alexandria/1201-N-Royal-St-22314/unit-207/home/184146583,BRIGHT MLS,VAAX2032102,N,Y,38.8174228,-77.0403898
PAST SALE,March-11-2024,Townhouse,2504 Minnesota Ave SE,Washington,DC,20020,330000,4,2.0,Hillcrest,1496,1107,1940,,221,,Sold,,,https://www.redfin.com/DC/Washington/2504-Minnesota-Ave-SE-20020/home/10146472,BRIGHT MLS,DCDC2126904,N,Y,38.8741805,-76.9697585
PAST SALE,March-19-2024,Townhouse,1507 G St SE,Washington,DC,20003,815000,3,1.0,Old City 1,2062,960,1911,,395,,Sold,,,https://www.redfin.com/DC/Washington/1507-G-St-SE-20003/home/9921062,BRIGHT MLS,DCDC2128108,N,Y,38.881043,-76.9825202
PAST SALE,May-21-2024,Condo/Co-op,37 L St SE #703,Washington,DC,20003,422000,1,1.0,Old City 1,565,,2021,,747,377,Sold,,,https://www.redfin.com/DC/Washington/37-L-St-SE-20003/unit-703/home/173350227,BRIGHT MLS,DCDC2138446,N,Y,38.8772448,-77.0080904
PAST SALE,May-2-2024,Townhouse,238 14th St SE,Washington,DC,20003,949000,2,2.5,Old City 1,1772,2063,1909,,536,,Sold,,,https://www.redfin.com/DC/Washington/238-14th-St-SE-20003/home/9917608,BRIGHT MLS,DCDC2137710,N,Y,38.8858903,-76.98526
PAST SALE,June-3-2024,Condo/Co-op,3934-B Stone Gate Dr Unit B,Suitland,MD,20746,90000,1,1.0,STONEGATE CONDO- PHASE III,675,1655,1961,,133,270,Sold,,,https://www.redfin.com/MD/Suitland/3934-Stone-Gate-Dr-20746/unit-B/home/10609410,BRIGHT MLS,MDPG2112880,N,Y,38.8612519,-76.9480672
PAST SALE,April-11-2024,Townhouse,1412 D St SE,Washington,DC,20003,679800,2,1.0,Old City 1,1152,1661,1910,,590,,Sold,,,https://www.redfin.com/DC/Washington/1412-D-St-SE-20003/home/9917749,BRIGHT MLS,DCDC2131600,N,Y,38.8843313,-76.9849852
PAST SALE,May-2-2024,Townhouse,616 4th Pl SW,Washington,DC,20024,1250000,4,3.5,R. L. A. SW,2840,1440,1968,,440,84,Sold,,,https://www.redfin.com/DC/Washington/616-4th-Pl-SW-20024/home/9880058,BRIGHT MLS,DCDC2134104,N,Y,38.8819072,-77.0185617
PAST SALE,May-1-2024,Condo/Co-op,1324 E St SE #107,Washington,DC,20003,679000,2,2.0,Old City 1,851,,1895,,798,502,Sold,,,https://www.redfin.com/DC/Washington/1324-E-St-SE-20003/unit-107/home/144885866,BRIGHT MLS,DCDC2132758,N,Y,38.8834558,-76.9874544
PAST SALE,May-13-2024,Townhouse,1332 Half St SW #1332,Washington,DC,20024,670000,2,2.5,Old City 1,1077,,2003,,622,301,Sold,,,https://www.redfin.com/DC/Washington/1332-Half-St-SW-20024/unit-1332/home/10189981,BRIGHT MLS,DCDC2134562,N,Y,38.8735265,-77.0101825
PAST SALE,April-3-2024,Townhouse,714 Capitol Square Pl SW,Washington,DC,20024,1095000,4,3.5,R. L. A. SW,2400,927,2001,,456,220,Sold,,,https://www.redfin.com/DC/Washington/714-Capitol-Square-Pl-SW-20024/home/10177091,BRIGHT MLS,DCDC2129496,N,Y,38.8816731,-77.0226895
PAST SALE,March-11-2024,Townhouse,602 Maury Ave,Oxon Hill,MD,20745,222000,3,1.0,GLASSMANOR,1512,2001,1950,,147,,Sold,,,https://www.redfin.com/MD/Oxon-Hill/602-Maury-Ave-20745/home/10760473,BRIGHT MLS,MDPG2104250,N,Y,38.8219738,-76.9996535
PAST SALE,March-11-2024,Condo/Co-op,610 3rd St SE #3,Washington,DC,20003,390000,1,1.0,Capitol Hill,650,,1941,,600,400,Sold,,,https://www.redfin.com/DC/Washington/610-3rd-St-SE-20003/unit-3/home/12531715,BRIGHT MLS,DCDC2126882,N,Y,38.8818106,-77.001769
PAST SALE,May-2-2024,Townhouse,1740 D St SE,Washington,DC,20003,665000,3,1.0,Old City 1,1612,1200,1925,,413,,Sold,,,https://www.redfin.com/DC/Washington/1740-D-St-SE-20003/home/9921745,BRIGHT MLS,DCDC2133840,N,Y,38.8843181,-76.9792965
PAST SALE,May-31-2024,Single Family Residential,3311 11th Pl SE,Washington,DC,20032,368000,2,2.0,Congress Heights,883,3506,1990,,417,,Sold,,,https://www.redfin.com/DC/Washington/3311-11th-Pl-SE-20032/home/10163980,BRIGHT MLS,DCDC2139202,N,Y,38.8421882,-76.99151
PAST SALE,April-22-2024,Townhouse,710 3rd St SW,Washington,DC,20024,770000,3,2.0,R. L. A. SW,1502,,1961,,513,696,Sold,,,https://www.redfin.com/DC/Washington/710-3rd-St-SW-20024/home/190310757,BRIGHT MLS,DCDC2130880,N,Y,38.8807715,-77.0150069
PAST SALE,May-15-2024,Townhouse,919 G St SE,Washington,DC,20003,855000,2,1.5,Old City 1,1102,1316,1900,,776,,Sold,,,https://www.redfin.com/DC/Washington/919-G-St-SE-20003/home/9905554,BRIGHT MLS,DCDC2136354,N,Y,38.8810752,-76.9930287
PAST SALE,March-22-2024,Townhouse,4330 Texas Ave SE,Washington,DC,20019,475000,3,2.0,Fort Dupont Park,1491,2540,1950,,319,,Sold,,,https://www.redfin.com/DC/Washington/4330-Texas-Ave-SE-20019/home/10140899,BRIGHT MLS,DCDC2126772,N,Y,38.8828534,-76.9425316
PAST SALE,May-21-2024,Townhouse,218 16th St SE,Washington,DC,20003,945000,3,2.5,Old City 1,1980,1526,1925,,477,,Sold,,,https://www.redfin.com/DC/Washington/218-16th-St-SE-20003/home/9920290,BRIGHT MLS,DCDC2139846,N,Y,38.8869908,-76.9819423
PAST SALE,March-29-2024,Townhouse,529 6th St SE,Washington,DC,20003,1450000,3,2.5,Capitol Hill,1588,1564,1857,,913,,Sold,,,https://www.redfin.com/DC/Washington/529-6th-St-SE-20003/home/9897612,BRIGHT MLS,DCDC2132634,N,Y,38.8818152,-76.9987052
PAST SALE,March-18-2024,Townhouse,1352 Independence Ave SE,Washington,DC,20003,805000,3,2.5,Old City 1,2214,912,1914,,364,,Sold,,,https://www.redfin.com/DC/Washington/1352-Independence-Ave-SE-20003/home/9914417,BRIGHT MLS,DCDC2128910,N,Y,38.8877765,-76.9866164
PAST SALE,March-15-2024,Townhouse,1242 C St SE,Washington,DC,20003,1300000,3,2.5,Old City 1,2268,1808,1942,,573,,Sold,,,https://www.redfin.com/DC/Washington/1242-C-St-SE-20003/home/190551127,BRIGHT MLS,DCDC2126956,N,Y,38.8862093,-76.9887314
PAST SALE,April-12-2024,Townhouse,315 9th St SE,Washington,DC,20003,1800000,4,4.0,Capitol Hill,2130,2073,1900,,845,,Sold,,,https://www.redfin.com/DC/Washington/315-9th-St-SE-20003/home/9903651,BRIGHT MLS,DCDC2130334,N,Y,38.8854616,-76.9940186
PAST SALE,April-4-2024,Townhouse,143 Kentucky Ave SE,Washington,DC,20003,1525143,4,2.5,Old City 1,2074,2213,1909,,735,,Sold,,,https://www.redfin.com/DC/Washington/143-Kentucky-Ave-SE-20003/home/9911458,BRIGHT MLS,DCDC2127658,N,Y,38.8882168,-76.9892714
PAST SALE,April-15-2024,Condo/Co-op,514 4th St SE #303,Washington,DC,20003,1185000,2,2.0,Capitol Hill,1455,,2017,,814,684,Sold,,,https://www.redfin.com/DC/Washington/514-4th-St-SE-20003/unit-303/home/144672898,BRIGHT MLS,DCDC2130648,N,Y,38.8821587,-77.0002715
PAST SALE,May-30-2024,Townhouse,1304 C St SE,Washington,DC,20003,935000,3,2.0,Old City 1,1611,834,1923,,580,,Sold,,,https://www.redfin.com/DC/Washington/1304-C-St-SE-20003/home/9914781,BRIGHT MLS,DCDC2136398,N,Y,38.8855189,-76.9880197
